q[nm-1]	I(q)[sr-1]_Rocca_10m_eiger2_00011_00_00001_av_ave.h5_00001_[NS11_25C]_trm=0.873101	error
2.38128990e-01	2.60104328e-01	2.30291463e-03
2.38590047e-01	2.57029355e-01	2.29219720e-03
2.39051104e-01	2.56515205e-01	2.28795409e-03
2.39512160e-01	2.55344450e-01	2.28181551e-03
2.39973217e-01	2.53555566e-01	2.27390928e-03
2.40434274e-01	2.51650423e-01	2.26690038e-03
2.40895316e-01	2.46613532e-01	2.24951026e-03
2.41356373e-01	2.47542426e-01	2.25090003e-03
2.41817430e-01	2.47546270e-01	2.24674074e-03
2.42278486e-01	2.48598903e-01	2.24816427e-03
2.42739543e-01	2.47234419e-01	2.24078121e-03
2.43200600e-01	2.43872970e-01	2.22687656e-03
2.43661642e-01	2.41540030e-01	2.22046510e-03
2.44122699e-01	2.38797933e-01	2.21134955e-03
2.44583756e-01	2.42431968e-01	2.21885415e-03
2.45044813e-01	2.39965037e-01	2.20873230e-03
2.45505869e-01	2.37392455e-01	2.20144656e-03
2.45966926e-01	2.34094098e-01	2.18965346e-03
2.46427983e-01	2.31454611e-01	2.18107225e-03
2.46889025e-01	2.32529968e-01	2.17964104e-03
2.47350082e-01	2.32660145e-01	2.17660610e-03
2.47811139e-01	2.32607037e-01	2.17492366e-03
2.48272195e-01	2.32020229e-01	2.16960255e-03
2.48733252e-01	2.32647613e-01	2.17081094e-03
2.49194309e-01	2.30444342e-01	2.16061948e-03
2.49655351e-01	2.27456957e-01	2.14913441e-03
2.50116408e-01	2.27570772e-01	2.14837911e-03
2.50577480e-01	2.25078106e-01	2.14017392e-03
2.51038522e-01	2.24694088e-01	2.13641534e-03
2.51499563e-01	2.24394038e-01	2.13186769e-03
2.51960635e-01	2.24319607e-01	2.13127886e-03
2.52421677e-01	2.21386835e-01	2.12040544e-03
2.52882749e-01	2.17948914e-01	2.10771663e-03
2.53343791e-01	2.20751137e-01	2.11436930e-03
2.53804833e-01	2.19903201e-01	2.10808520e-03
2.54265904e-01	2.17929631e-01	2.10223184e-03
2.54726946e-01	2.15818718e-01	2.09276914e-03
2.55188018e-01	2.17501134e-01	2.09533377e-03
2.55649060e-01	2.15883940e-01	2.08982127e-03
2.56110132e-01	2.14193895e-01	2.08321423e-03
2.56571174e-01	2.13623434e-01	2.07986194e-03
2.57032216e-01	2.11119980e-01	2.07090052e-03
2.57493287e-01	2.11606815e-01	2.07115849e-03
2.57954329e-01	2.11961478e-01	2.06996710e-03
2.58415401e-01	2.08730668e-01	2.05786969e-03
2.58876443e-01	2.10480407e-01	2.06238264e-03
2.59337485e-01	2.09251076e-01	2.05654721e-03
2.59798557e-01	2.05807209e-01	2.04564026e-03
2.60259598e-01	2.04541251e-01	2.04081275e-03
2.60720670e-01	2.06603527e-01	2.04542303e-03
2.61181712e-01	2.05105811e-01	2.03894591e-03
2.61642784e-01	2.03511983e-01	2.03073095e-03
2.62103826e-01	2.02933118e-01	2.02824501e-03
2.62564868e-01	2.00232238e-01	2.02016602e-03
2.63025939e-01	2.01035708e-01	2.02127709e-03
2.63486981e-01	1.98397085e-01	2.01056828e-03
2.63948053e-01	1.99959233e-01	2.01403419e-03
2.64409095e-01	1.96154565e-01	2.00181827e-03
2.64870167e-01	1.97026104e-01	2.00435380e-03
2.65331209e-01	1.94714740e-01	1.99521217e-03
2.65792251e-01	1.93584472e-01	1.99038256e-03
2.66253322e-01	1.96765780e-01	1.99738634e-03
2.66714364e-01	1.96805805e-01	1.99540937e-03
2.67175436e-01	1.95269123e-01	1.99083867e-03
2.67636478e-01	1.91587597e-01	1.97858177e-03
2.68097520e-01	1.92758277e-01	1.98169006e-03
2.68558592e-01	1.88829899e-01	1.96789973e-03
2.69019634e-01	1.89601988e-01	1.96957565e-03
2.69480705e-01	1.89991429e-01	1.96906831e-03
2.69941747e-01	1.88112602e-01	1.96336792e-03
2.70402819e-01	1.89284429e-01	1.96472509e-03
2.70863861e-01	1.87866181e-01	1.95778930e-03
2.71324903e-01	1.85384199e-01	1.95018726e-03
2.71785975e-01	1.85142800e-01	1.94953696e-03
2.72247016e-01	1.83712706e-01	1.94354600e-03
2.72708088e-01	1.83514953e-01	1.94046670e-03
2.73169130e-01	1.84831232e-01	1.94469118e-03
2.73630172e-01	1.84539989e-01	1.94308092e-03
2.74091244e-01	1.81316376e-01	1.93248747e-03
2.74552286e-01	1.81215972e-01	1.92996452e-03
2.75013357e-01	1.81537077e-01	1.92833133e-03
2.75474399e-01	1.78788811e-01	1.92072219e-03
2.75935471e-01	1.78422481e-01	1.91991089e-03
2.76396513e-01	1.79032117e-01	1.91877293e-03
2.76857555e-01	1.78424299e-01	1.91497593e-03
2.77318627e-01	1.78431779e-01	1.91491214e-03
2.77779669e-01	1.75293967e-01	1.90353836e-03
2.78240740e-01	1.74460024e-01	1.90163031e-03
2.78701782e-01	1.75350025e-01	1.90255197e-03
2.79162854e-01	1.74978808e-01	1.90117245e-03
2.79623896e-01	1.70960873e-01	1.88763125e-03
2.80084938e-01	1.70961827e-01	1.88611192e-03
2.80546010e-01	1.70342624e-01	1.88395160e-03
2.81007051e-01	1.70931995e-01	1.88425498e-03
2.81468123e-01	1.71110541e-01	1.88484078e-03
2.81929165e-01	1.69289991e-01	1.87767739e-03
2.82390207e-01	1.68464676e-01	1.87260006e-03
2.82851279e-01	1.68952093e-01	1.87491369e-03
2.83312321e-01	1.67541236e-01	1.86929700e-03
2.83773392e-01	1.66465878e-01	1.86313072e-03
2.84234434e-01	1.68347567e-01	1.86789897e-03
2.84695506e-01	1.68422475e-01	1.86623237e-03
2.85156548e-01	1.68164223e-01	1.86586357e-03
2.85617590e-01	1.65121004e-01	1.85439398e-03
2.86078662e-01	1.64624617e-01	1.85340643e-03
2.86539704e-01	1.63812488e-01	1.86147238e-03
2.87000775e-01	1.63634002e-01	1.86900271e-03
2.87461817e-01	1.63144276e-01	1.87340903e-03
2.87922859e-01	1.62268385e-01	1.87394617e-03
2.88383931e-01	1.61045864e-01	1.87475770e-03
2.88844973e-01	1.60938770e-01	1.87708274e-03
2.89306045e-01	1.58819839e-01	1.87334325e-03
2.89767087e-01	1.58627853e-01	1.87692395e-03
2.90228158e-01	1.58388764e-01	1.87726633e-03
2.90689200e-01	1.59305662e-01	1.88175496e-03
2.91150242e-01	1.57216817e-01	1.87429041e-03
2.91611314e-01	1.58576429e-01	1.87746028e-03
2.92072356e-01	1.57864645e-01	1.87648158e-03
2.92533427e-01	1.54817015e-01	1.87043508e-03
2.92994469e-01	1.55608162e-01	1.87453220e-03
2.93455541e-01	1.56101674e-01	1.87641720e-03
2.93916583e-01	1.54645413e-01	1.87218876e-03
2.94377625e-01	1.54603332e-01	1.87289179e-03
2.94838697e-01	1.53503984e-01	1.86971831e-03
2.95299739e-01	1.53083041e-01	1.86830293e-03
2.95760810e-01	1.53120875e-01	1.86993950e-03
2.96221852e-01	1.54039592e-01	1.87302229e-03
2.96682894e-01	1.54273108e-01	1.87435991e-03
2.97143966e-01	1.52298331e-01	1.86990073e-03
2.97605008e-01	1.50509208e-01	1.86519360e-03
2.98066080e-01	1.49258733e-01	1.86087994e-03
2.98527122e-01	1.47822142e-01	1.85874884e-03
2.98988193e-01	1.48933217e-01	1.86232792e-03
2.99449235e-01	1.48732692e-01	1.86213874e-03
2.99910277e-01	1.46596774e-01	1.85754080e-03
3.00371349e-01	1.45460397e-01	1.85443996e-03
3.00832391e-01	1.44655243e-01	1.85227243e-03
3.01293463e-01	1.46205693e-01	1.85732706e-03
3.01754504e-01	1.46765873e-01	1.85820553e-03
3.02215546e-01	1.46980733e-01	1.85939041e-03
3.02676618e-01	1.45895436e-01	1.85535138e-03
3.03137660e-01	1.46676838e-01	1.85744616e-03
3.03598732e-01	1.44503012e-01	1.85229571e-03
3.04059774e-01	1.41934559e-01	1.83505064e-03
3.04520845e-01	1.42918393e-01	1.82452146e-03
3.04981887e-01	1.43289298e-01	1.81727321e-03
3.05442929e-01	1.42656207e-01	1.81090645e-03
3.05904001e-01	1.40963048e-01	1.80004048e-03
3.06365043e-01	1.43848777e-01	1.80378067e-03
3.06826115e-01	1.41873628e-01	1.79500971e-03
3.07287157e-01	1.38613835e-01	1.78286375e-03
3.07748228e-01	1.39942616e-01	1.78291521e-03
3.08209270e-01	1.40107960e-01	1.78014976e-03
3.08670312e-01	1.38112560e-01	1.77251862e-03
3.09131384e-01	1.36406094e-01	1.76555826e-03
3.09592426e-01	1.37184888e-01	1.76390237e-03
3.10053498e-01	1.36513591e-01	1.75909267e-03
3.10514539e-01	1.38076976e-01	1.76162238e-03
3.10975581e-01	1.39304414e-01	1.76236010e-03
3.11436653e-01	1.36223078e-01	1.75037165e-03
3.11897695e-01	1.35729223e-01	1.74653507e-03
3.12358767e-01	1.36921659e-01	1.74825604e-03
3.12819809e-01	1.36514425e-01	1.74473156e-03
3.13280880e-01	1.33712083e-01	1.73319760e-03
3.13741922e-01	1.33514583e-01	1.73208700e-03
3.14202964e-01	1.35385111e-01	1.73576619e-03
3.14664036e-01	1.32900923e-01	1.72544795e-03
3.15125078e-01	1.31295949e-01	1.71988364e-03
3.15586150e-01	1.30861133e-01	1.71674066e-03
3.16047192e-01	1.31032750e-01	1.71628688e-03
3.16508234e-01	1.28941968e-01	1.70760322e-03
3.16969305e-01	1.28940761e-01	1.70577993e-03
3.17430347e-01	1.28468290e-01	1.70242006e-03
3.17891419e-01	1.29598349e-01	1.70405267e-03
3.18352461e-01	1.31002814e-01	1.70498248e-03
3.18813533e-01	1.30692810e-01	1.70156639e-03
3.19274575e-01	1.28199786e-01	1.69344340e-03
3.19735616e-01	1.28668159e-01	1.69485435e-03
3.20196688e-01	1.26951784e-01	1.68700831e-03
3.20657730e-01	1.26699895e-01	1.68491248e-03
3.21118802e-01	1.25968441e-01	1.68151071e-03
3.21579844e-01	1.25819638e-01	1.67932489e-03
3.22040915e-01	1.27298504e-01	1.68233435e-03
3.22501957e-01	1.24369361e-01	1.67196454e-03
3.22962999e-01	1.24918744e-01	1.67193206e-03
3.23424071e-01	1.25478789e-01	1.67277246e-03
3.23885113e-01	1.23926662e-01	1.66675227e-03
3.24346185e-01	1.24334648e-01	1.66674086e-03
3.24807227e-01	1.23211011e-01	1.66250416e-03
3.25268269e-01	1.22759759e-01	1.65939797e-03
3.25729340e-01	1.21101104e-01	1.65222422e-03
3.26190382e-01	1.22046947e-01	1.65499770e-03
3.26651454e-01	1.20973870e-01	1.64988241e-03
3.27112496e-01	1.20843813e-01	1.64940243e-03
3.27573568e-01	1.20536789e-01	1.64774188e-03
3.28034610e-01	1.21458411e-01	1.64755783e-03
3.28495651e-01	1.20475516e-01	1.64182554e-03
3.28956723e-01	1.18770503e-01	1.63676194e-03
3.29417765e-01	1.19131483e-01	1.63610349e-03
3.29878837e-01	1.21515587e-01	1.64223951e-03
3.30339879e-01	1.17554404e-01	1.63034420e-03
3.30800921e-01	1.17388450e-01	1.62948947e-03
3.31261992e-01	1.18387565e-01	1.62996515e-03
3.31723034e-01	1.17185399e-01	1.62573415e-03
3.32184106e-01	1.16748691e-01	1.62388128e-03
3.32645148e-01	1.17683172e-01	1.62516697e-03
3.33106220e-01	1.16254330e-01	1.61879754e-03
3.33567262e-01	1.16457060e-01	1.61929429e-03
3.34028304e-01	1.15382329e-01	1.61582720e-03
3.34489375e-01	1.15275875e-01	1.61396002e-03
3.34950417e-01	1.14447162e-01	1.61041506e-03
3.35411489e-01	1.13541365e-01	1.60648464e-03
3.35872531e-01	1.14746854e-01	1.60813855e-03
3.36333603e-01	1.13812245e-01	1.60469708e-03
3.36794645e-01	1.11317739e-01	1.59763882e-03
3.37255687e-01	1.11568891e-01	1.59807666e-03
3.37716758e-01	1.10324726e-01	1.59258419e-03
3.38177800e-01	1.12152100e-01	1.59688736e-03
3.38638872e-01	1.11757740e-01	1.59382145e-03
3.39099914e-01	1.12230420e-01	1.59502157e-03
3.39560956e-01	1.11587629e-01	1.59196625e-03
3.40022027e-01	1.10565379e-01	1.58796296e-03
3.40483069e-01	1.09399356e-01	1.58279145e-03
3.40944141e-01	1.10504523e-01	1.58597715e-03
3.41405183e-01	1.09133504e-01	1.58208678e-03
3.41866255e-01	1.08779714e-01	1.58004928e-03
3.42327297e-01	1.08941779e-01	1.57777441e-03
3.42788339e-01	1.08830430e-01	1.57633354e-03
3.43249410e-01	1.06996909e-01	1.57076097e-03
3.43710452e-01	1.08174443e-01	1.57302921e-03
3.44171524e-01	1.09132960e-01	1.57338043e-03
3.44632566e-01	1.08471632e-01	1.57053710e-03
3.45093608e-01	1.07613817e-01	1.56775373e-03
3.45554680e-01	1.06484070e-01	1.56324357e-03
3.46015722e-01	1.05621085e-01	1.56055822e-03
3.46476793e-01	1.04583777e-01	1.55651080e-03
3.46937835e-01	1.06484875e-01	1.56055973e-03
3.47398907e-01	1.07005894e-01	1.56035146e-03
3.47859949e-01	1.05186202e-01	1.55497564e-03
3.48320991e-01	1.02500878e-01	1.54719525e-03
3.48782063e-01	1.04737379e-01	1.55306770e-03
3.49243104e-01	1.03635743e-01	1.54730014e-03
3.49704176e-01	1.04331709e-01	1.54932810e-03
3.50165218e-01	1.02438353e-01	1.54201407e-03
3.50626290e-01	1.04153611e-01	1.54632470e-03
3.51087332e-01	1.04039215e-01	1.54387928e-03
3.51548374e-01	1.02583364e-01	1.53900287e-03
3.52009445e-01	1.00482464e-01	1.53264950e-03
3.52470487e-01	1.00819193e-01	1.53249851e-03
3.52931559e-01	1.01493776e-01	1.53281679e-03
3.53392601e-01	1.00270823e-01	1.52831594e-03
3.53853643e-01	1.01034068e-01	1.52957765e-03
3.54314715e-01	9.97584388e-02	1.52430602e-03
3.54775757e-01	9.95390788e-02	1.52345572e-03
3.55236828e-01	1.00283340e-01	1.52432837e-03
3.55697870e-01	1.00194953e-01	1.52302091e-03
3.56158942e-01	9.92099047e-02	1.51920470e-03
3.56619984e-01	9.91947651e-02	1.51814264e-03
3.57081026e-01	9.72075239e-02	1.51074841e-03
3.57542098e-01	9.81383994e-02	1.51160604e-03
3.58003139e-01	9.87500995e-02	1.51210965e-03
3.58464211e-01	9.76860300e-02	1.50822022e-03
3.58925253e-01	9.72268432e-02	1.50597282e-03
3.59386295e-01	9.69408005e-02	1.50365243e-03
3.59847367e-01	9.64989811e-02	1.50134065e-03
3.60308409e-01	9.62589085e-02	1.50035159e-03
3.60769480e-01	9.65500250e-02	1.49922143e-03
3.61230522e-01	9.56894830e-02	1.49511662e-03
3.61691594e-01	9.63438898e-02	1.49648520e-03
3.62152636e-01	9.58175883e-02	1.49301742e-03
3.62613678e-01	9.55067426e-02	1.49172416e-03
3.63074750e-01	9.46448296e-02	1.48829608e-03
3.63535792e-01	9.46351588e-02	1.48725847e-03
3.63996863e-01	9.46060196e-02	1.48564519e-03
3.64457905e-01	9.58466977e-02	1.48786022e-03
3.64918977e-01	9.39711481e-02	1.48224609e-03
3.65380019e-01	9.39399153e-02	1.48166786e-03
3.65841061e-01	9.30368081e-02	1.47804955e-03
3.66302133e-01	9.31916237e-02	1.47721148e-03
3.66763175e-01	9.28669795e-02	1.47429085e-03
3.67224246e-01	9.18136984e-02	1.47119258e-03
3.67685288e-01	9.20396298e-02	1.47065090e-03
3.68146330e-01	9.22066122e-02	1.46927976e-03
3.68607402e-01	9.28015634e-02	1.46973389e-03
3.69068444e-01	9.19407159e-02	1.46664470e-03
3.69529516e-01	9.22200531e-02	1.46661128e-03
3.69990557e-01	9.11130086e-02	1.46162056e-03
3.70451629e-01	9.19762626e-02	1.46411161e-03
3.70912671e-01	9.13680419e-02	1.46053592e-03
3.71373713e-01	9.14327651e-02	1.45925384e-03
3.71834785e-01	9.05484408e-02	1.45596801e-03
3.72295827e-01	9.18884054e-02	1.45995023e-03
3.72756898e-01	9.02647823e-02	1.45328732e-03
3.73217940e-01	8.97928625e-02	1.45163480e-03
3.73678982e-01	8.81419629e-02	1.44594559e-03
3.74140054e-01	8.85573626e-02	1.44568249e-03
3.74601096e-01	8.97235125e-02	1.44844793e-03
3.75062168e-01	8.83353204e-02	1.44315662e-03
3.75523210e-01	8.89326409e-02	1.44437142e-03
3.75984281e-01	8.90174210e-02	1.44243252e-03
3.76445323e-01	8.98118913e-02	1.44343963e-03
3.76906365e-01	8.90665129e-02	1.44022086e-03
3.77367437e-01	8.76350775e-02	1.43663411e-03
3.77828479e-01	8.56366009e-02	1.43016921e-03
3.78289551e-01	8.72171000e-02	1.43375306e-03
3.78750592e-01	8.61899257e-02	1.43007410e-03
3.79211664e-01	8.64902362e-02	1.42911589e-03
3.79672706e-01	8.72989744e-02	1.42990146e-03
3.80133748e-01	8.63225237e-02	1.42679352e-03
3.80594820e-01	8.68800208e-02	1.42731005e-03
3.81055862e-01	8.58889371e-02	1.42345671e-03
3.81516933e-01	8.48966464e-02	1.41999591e-03
3.81977975e-01	8.63201469e-02	1.42248697e-03
3.82439017e-01	8.74491557e-02	1.42470887e-03
3.82900089e-01	8.59445781e-02	1.42070733e-03
3.83361131e-01	8.42050090e-02	1.41514908e-03
3.83822203e-01	8.48921388e-02	1.41655165e-03
3.84283245e-01	8.39375630e-02	1.41265488e-03
3.84744316e-01	8.36508274e-02	1.41116243e-03
3.85205358e-01	8.53876173e-02	1.41469913e-03
3.85666400e-01	8.51674303e-02	1.41309062e-03
3.86127472e-01	8.38103592e-02	1.40831911e-03
3.86588514e-01	8.33393335e-02	1.40615960e-03
3.87049586e-01	8.33346173e-02	1.40638207e-03
3.87510628e-01	8.40365440e-02	1.40746613e-03
3.87971669e-01	8.41456205e-02	1.40597532e-03
3.88432741e-01	8.47826973e-02	1.40651711e-03
3.88893783e-01	8.40155035e-02	1.40320207e-03
3.89354855e-01	8.51810053e-02	1.40623655e-03
3.89815897e-01	8.38431641e-02	1.40128064e-03
3.90276968e-01	8.47743973e-02	1.40451780e-03
3.90738010e-01	8.39900300e-02	1.40013185e-03
3.91199052e-01	8.56314749e-02	1.40413269e-03
3.91660124e-01	8.44097808e-02	1.39938260e-03
3.92121166e-01	8.47771913e-02	1.40000740e-03
3.92582238e-01	8.58982876e-02	1.40297180e-03
3.93043280e-01	8.43723193e-02	1.39712042e-03
3.93504351e-01	8.38596672e-02	1.39547070e-03
3.93965393e-01	8.15902501e-02	1.38849253e-03
3.94426435e-01	8.16590413e-02	1.38913270e-03
3.94887507e-01	8.03471059e-02	1.38507388e-03
3.95348549e-01	7.95205086e-02	1.38169155e-03
3.95809621e-01	8.02970827e-02	1.38322124e-03
3.96270663e-01	7.87845999e-02	1.37830095e-03
3.96731704e-01	7.86736757e-02	1.37798232e-03
3.97192776e-01	7.89729431e-02	1.37813680e-03
3.97653818e-01	7.87296668e-02	1.37642713e-03
3.98114890e-01	7.84938857e-02	1.37518602e-03
3.98575932e-01	7.90919587e-02	1.37588254e-03
3.99037004e-01	7.82054290e-02	1.37267949e-03
3.99498045e-01	7.70564526e-02	1.36936619e-03
3.99959087e-01	7.81601220e-02	1.37185969e-03
4.00420159e-01	7.84858689e-02	1.37229427e-03
4.00881201e-01	7.70978332e-02	1.36766338e-03
4.01342273e-01	7.73975477e-02	1.36722566e-03
4.01803315e-01	7.87853301e-02	1.37042569e-03
4.02264357e-01	7.74461627e-02	1.36595336e-03
4.02725428e-01	7.67399147e-02	1.36354985e-03
4.03186470e-01	7.64469802e-02	1.36173645e-03
4.03647542e-01	7.72130936e-02	1.36369432e-03
4.04108584e-01	7.60113746e-02	1.36020232e-03
4.04569656e-01	7.52467960e-02	1.35789090e-03
4.05030698e-01	7.58332461e-02	1.35867833e-03
4.05491740e-01	7.54356012e-02	1.35680172e-03
4.05952811e-01	7.42997527e-02	1.35231460e-03
4.06413853e-01	7.55470395e-02	1.35500636e-03
4.06874925e-01	7.53584802e-02	1.35374046e-03
4.07335967e-01	7.54109249e-02	1.35316479e-03
4.07797039e-01	7.52064958e-02	1.35198829e-03
4.08258080e-01	7.45365247e-02	1.35025661e-03
4.08719122e-01	7.38846213e-02	1.34835753e-03
4.09180194e-01	7.27905855e-02	1.34384586e-03
4.09641236e-01	7.42027014e-02	1.34687102e-03
4.10102308e-01	7.50668719e-02	1.34841516e-03
4.10563350e-01	7.40130544e-02	1.34530687e-03
4.11024392e-01	7.23609850e-02	1.33982545e-03
4.11485463e-01	7.32368454e-02	1.34164887e-03
4.11946505e-01	7.22757131e-02	1.33783137e-03
4.12407577e-01	7.24759251e-02	1.33822591e-03
4.12868619e-01	7.30240867e-02	1.33849669e-03
4.13329691e-01	7.33191371e-02	1.33836246e-03
4.13790733e-01	7.20816851e-02	1.33398268e-03
4.14251775e-01	7.17691928e-02	1.33192423e-03
4.14712846e-01	7.33550191e-02	1.33535988e-03
4.15173888e-01	7.21227676e-02	1.33082177e-03
4.15634960e-01	6.98085576e-02	1.32451032e-03
4.16096002e-01	7.23822787e-02	1.33092981e-03
4.16557044e-01	7.28780925e-02	1.32982782e-03
4.17018116e-01	7.22613782e-02	1.32825703e-03
4.17479157e-01	7.00113028e-02	1.32096570e-03
4.17940229e-01	7.09492341e-02	1.32333278e-03
4.18401271e-01	7.07117170e-02	1.32204627e-03
4.18862343e-01	7.06880614e-02	1.32065103e-03
4.19323385e-01	7.10529909e-02	1.32056396e-03
4.19784427e-01	7.13768527e-02	1.32060901e-03
4.20245498e-01	7.10739568e-02	1.31891086e-03
4.20706540e-01	6.93303123e-02	1.31282944e-03
4.21167612e-01	7.11389482e-02	1.31771481e-03
4.21628654e-01	7.04620034e-02	1.31486158e-03
4.22089696e-01	6.94852546e-02	1.31230778e-03
4.22550768e-01	6.85783774e-02	1.30852975e-03
4.23011810e-01	6.98802620e-02	1.31115539e-03
4.23472881e-01	6.87391832e-02	1.30602217e-03
4.23933923e-01	6.92310184e-02	1.30738830e-03
4.24394995e-01	6.88523427e-02	1.30642974e-03
4.24856037e-01	6.82518929e-02	1.30319095e-03
4.25317079e-01	6.85382634e-02	1.30338629e-03
4.25778151e-01	6.82807192e-02	1.30136975e-03
4.26239192e-01	6.78822622e-02	1.30063680e-03
4.26700264e-01	6.77624345e-02	1.29935984e-03
4.27161306e-01	6.90089986e-02	1.30270142e-03
4.27622378e-01	6.69796020e-02	1.29938801e-03
4.28083420e-01	6.77725077e-02	1.30567967e-03
4.28544462e-01	6.73279464e-02	1.30674685e-03
4.29005533e-01	6.66240230e-02	1.30573299e-03
4.29466575e-01	6.65938482e-02	1.30612927e-03
4.29927647e-01	6.74449652e-02	1.30914233e-03
4.30388689e-01	6.81610480e-02	1.31225388e-03
4.30849731e-01	6.69109300e-02	1.30915537e-03
4.31310803e-01	6.75727874e-02	1.31196645e-03
4.31771845e-01	6.63975328e-02	1.30920194e-03
4.32232916e-01	6.59541115e-02	1.31039158e-03
4.32693958e-01	6.47752583e-02	1.30816549e-03
4.33155030e-01	6.66618273e-02	1.31355273e-03
4.33616072e-01	6.63086399e-02	1.31294865e-03
4.34077114e-01	6.54184073e-02	1.31175981e-03
4.34538186e-01	6.51892275e-02	1.31098530e-03
4.34999228e-01	6.61626831e-02	1.31344679e-03
4.35460299e-01	6.63183630e-02	1.31516962e-03
4.35921341e-01	6.53005987e-02	1.31287065e-03
4.36382383e-01	6.52541965e-02	1.31315575e-03
4.36843455e-01	6.48271292e-02	1.31278182e-03
4.37304497e-01	6.50421903e-02	1.31451408e-03
4.37765568e-01	6.49135858e-02	1.31430454e-03
4.38226610e-01	6.47058263e-02	1.31381676e-03
4.38687682e-01	6.49909824e-02	1.31474261e-03
4.39148724e-01	6.44337088e-02	1.31420442e-03
4.39609766e-01	6.35007173e-02	1.31205923e-03
4.40070838e-01	6.45740107e-02	1.31486799e-03
4.40531880e-01	6.36137947e-02	1.31244515e-03
4.40992951e-01	6.39249235e-02	1.31337112e-03
4.41453993e-01	6.44469783e-02	1.31478044e-03
4.41915065e-01	6.43477961e-02	1.31564529e-03
4.42376107e-01	6.27474338e-02	1.31145190e-03
4.42837149e-01	6.30952269e-02	1.31265935e-03
4.43298221e-01	6.49643466e-02	1.31751585e-03
4.43759263e-01	6.39245138e-02	1.31502573e-03
4.44220334e-01	6.30465597e-02	1.31290895e-03
4.44681376e-01	6.50669411e-02	1.31846766e-03
4.45142418e-01	6.44969791e-02	1.31667848e-03
4.45603490e-01	6.34390861e-02	1.31323293e-03
4.46064532e-01	6.30988106e-02	1.31330604e-03
4.46525604e-01	6.35249093e-02	1.31526485e-03
4.46986645e-01	6.41090944e-02	1.31641026e-03
4.47447717e-01	6.32419810e-02	1.31449068e-03
4.47908759e-01	6.16603084e-02	1.31040928e-03
4.48369801e-01	6.24736957e-02	1.31339848e-03
4.48830873e-01	6.23818859e-02	1.31269929e-03
4.49291915e-01	6.14463203e-02	1.31060672e-03
4.49752986e-01	6.06538467e-02	1.30901905e-03
4.50214028e-01	6.17245622e-02	1.31187064e-03
4.50675070e-01	6.20565787e-02	1.31174480e-03
4.51136142e-01	6.29798099e-02	1.31420395e-03
4.51597184e-01	6.31987080e-02	1.31534762e-03
4.52058256e-01	6.17760047e-02	1.31164968e-03
4.52519298e-01	6.21901527e-02	1.31246215e-03
4.52980369e-01	6.19010329e-02	1.31189381e-03
4.53441411e-01	6.19486794e-02	1.31253479e-03
4.53902453e-01	6.18570074e-02	1.31164794e-03
4.54363525e-01	6.13883436e-02	1.31107867e-03
4.54824567e-01	6.11912198e-02	1.31134863e-03
4.55285639e-01	6.10839948e-02	1.31048611e-03
4.55746680e-01	6.10586703e-02	1.31054525e-03
4.56207752e-01	6.09138012e-02	1.31068367e-03
4.56668794e-01	6.01666346e-02	1.30933570e-03
4.57129836e-01	6.02498353e-02	1.30964187e-03
4.57590908e-01	5.92330806e-02	1.30672986e-03
4.58051950e-01	5.91759384e-02	1.30630168e-03
4.58513021e-01	6.02813475e-02	1.30943698e-03
4.58974063e-01	5.95837645e-02	1.30794535e-03
4.59435105e-01	6.01775758e-02	1.30937435e-03
4.59896177e-01	6.06446341e-02	1.31062069e-03
4.60357219e-01	5.97827211e-02	1.30788027e-03
4.60818291e-01	5.98491617e-02	1.30821113e-03
4.61279333e-01	6.11879714e-02	1.31254713e-03
4.61740404e-01	6.00390434e-02	1.30877178e-03
4.62201446e-01	6.02567792e-02	1.30988553e-03
4.62662488e-01	6.04511276e-02	1.31392793e-03
4.63123560e-01	5.84583580e-02	1.31674297e-03
4.63584602e-01	5.90988025e-02	1.32426142e-03
4.64045674e-01	5.91640696e-02	1.32756145e-03
4.64506716e-01	5.90755232e-02	1.33047323e-03
4.64967757e-01	5.88827543e-02	1.33281597e-03
4.65428829e-01	5.83806336e-02	1.33465114e-03
4.65889871e-01	5.81081733e-02	1.33502181e-03
4.66350943e-01	5.90162650e-02	1.33865490e-03
4.66811985e-01	5.81656881e-02	1.33727514e-03
4.67273057e-01	5.90502396e-02	1.34280871e-03
4.67734098e-01	5.82851470e-02	1.34221592e-03
4.68195140e-01	5.79116419e-02	1.34373398e-03
4.68656212e-01	5.76045290e-02	1.34473201e-03
4.69117254e-01	5.78765459e-02	1.34645950e-03
4.69578326e-01	5.76501116e-02	1.34719186e-03
4.70039368e-01	5.77309355e-02	1.34912285e-03
4.70500439e-01	5.74886985e-02	1.34963566e-03
4.70961481e-01	5.89369126e-02	1.35593489e-03
4.71422523e-01	5.70960045e-02	1.35132135e-03
4.71883595e-01	5.73136806e-02	1.35312160e-03
4.72344637e-01	5.82492724e-02	1.35775073e-03
4.72805709e-01	5.73247857e-02	1.35630486e-03
4.73266751e-01	5.73221557e-02	1.35711557e-03
4.73727793e-01	5.75669780e-02	1.35957310e-03
4.74188864e-01	5.70027120e-02	1.35869370e-03
4.74649906e-01	5.65170944e-02	1.35798403e-03
4.75110978e-01	5.68827279e-02	1.36018510e-03
