q[nm-1]	I(q)[sr-1]_Rocca_10m_eiger2_00013_00_00001_av_ave.h5_00001_[NS13_25C]_trm=0.871994	error
6.61556944e-02	1.54931545e+01	2.55045798e-02
6.66167513e-02	1.54077892e+01	2.53394544e-02
6.70778081e-02	1.52531490e+01	2.50962190e-02
6.75388575e-02	1.51519756e+01	2.48848870e-02
6.79999143e-02	1.49924717e+01	2.46406756e-02
6.84609711e-02	1.47865782e+01	2.43612491e-02
6.89220205e-02	1.46257095e+01	2.41072122e-02
6.93830773e-02	1.44366941e+01	2.38511376e-02
6.98441342e-02	1.41424026e+01	2.35139262e-02
7.03051835e-02	1.39386320e+01	2.32822187e-02
7.07662404e-02	1.37028303e+01	2.30236836e-02
7.12272972e-02	1.33355532e+01	2.26272419e-02
7.16883466e-02	1.31072712e+01	2.23899521e-02
7.21494034e-02	1.27462425e+01	2.20064633e-02
7.26104602e-02	1.24299431e+01	2.16777585e-02
7.30715096e-02	1.20707245e+01	2.12989561e-02
7.35325664e-02	1.17178097e+01	2.09341999e-02
7.39936233e-02	1.13807602e+01	2.05666963e-02
7.44546726e-02	1.10824089e+01	2.02505067e-02
7.49157295e-02	1.06835909e+01	1.97786950e-02
7.53767863e-02	1.03410206e+01	1.94022860e-02
7.58378357e-02	9.95954990e+00	1.89725980e-02
7.62988925e-02	9.64154530e+00	1.86082684e-02
7.67599493e-02	9.27073479e+00	1.81826260e-02
7.72210062e-02	8.91295052e+00	1.77736208e-02
7.76820555e-02	8.55280209e+00	1.73570514e-02
7.81431124e-02	8.18056679e+00	1.69152319e-02
7.86041692e-02	7.89895105e+00	1.65990964e-02
7.90652186e-02	7.55450153e+00	1.61775108e-02
7.95262754e-02	7.23912716e+00	1.57936327e-02
7.99873322e-02	6.94996548e+00	1.54350149e-02
8.04483816e-02	6.65218496e+00	1.50599387e-02
8.09094384e-02	6.35715580e+00	1.46825667e-02
8.13704953e-02	6.11122608e+00	1.43554779e-02
8.18315446e-02	5.86039925e+00	1.40227200e-02
8.22926015e-02	5.57975626e+00	1.36477593e-02
8.27536583e-02	5.29198170e+00	1.32709863e-02
8.32147077e-02	5.06319571e+00	1.29612740e-02
8.36757645e-02	4.85514355e+00	1.26429927e-02
8.41368213e-02	4.65755129e+00	1.23600708e-02
8.45978707e-02	4.45702362e+00	1.20653529e-02
8.50589275e-02	4.23455286e+00	1.17264483e-02
8.55199844e-02	4.07474852e+00	1.14975236e-02
8.59810337e-02	3.88605189e+00	1.11960303e-02
8.64420906e-02	3.72748423e+00	1.09526766e-02
8.69031474e-02	3.55266643e+00	1.06691997e-02
8.73641968e-02	3.37857819e+00	1.03856903e-02
8.78252536e-02	3.25611496e+00	1.01841912e-02
8.82863104e-02	3.13416886e+00	9.97741614e-03
8.87473598e-02	3.01351118e+00	9.76957195e-03
8.92084166e-02	2.89085484e+00	9.55014303e-03
8.96694735e-02	2.78295302e+00	9.36594512e-03
9.01305228e-02	2.67545891e+00	9.16348863e-03
9.05915797e-02	2.57334518e+00	8.97800736e-03
9.10526365e-02	2.47320247e+00	8.79339688e-03
9.15136859e-02	2.39155889e+00	8.63247551e-03
9.19747427e-02	2.32541394e+00	8.50299094e-03
9.24357995e-02	2.22785401e+00	8.30932055e-03
9.28968564e-02	2.14530492e+00	8.14859848e-03
9.33579057e-02	2.09107161e+00	8.03926867e-03
9.38189626e-02	2.02788019e+00	7.90921971e-03
9.42800194e-02	1.95221865e+00	7.74893025e-03
9.47410688e-02	1.89244151e+00	7.62228016e-03
9.52021256e-02	1.84751296e+00	7.52803683e-03
9.56631824e-02	1.79121077e+00	7.40244472e-03
9.61242318e-02	1.73615909e+00	7.27547426e-03
9.65852886e-02	1.69035125e+00	7.18429917e-03
9.70463455e-02	1.64274371e+00	7.07716402e-03
9.75073949e-02	1.59680724e+00	6.96038827e-03
9.79684517e-02	1.55384982e+00	6.86155166e-03
9.84295085e-02	1.52664292e+00	6.79760333e-03
9.88905579e-02	1.48525488e+00	6.69708941e-03
9.93516147e-02	1.45096314e+00	6.61716377e-03
9.98126715e-02	1.42160964e+00	6.53806422e-03
1.00273721e-01	1.39391541e+00	6.47255778e-03
1.00734778e-01	1.34310126e+00	6.34456286e-03
1.01195835e-01	1.32264638e+00	6.29085535e-03
1.01656884e-01	1.29043031e+00	6.20761886e-03
1.02117941e-01	1.26331508e+00	6.14435272e-03
1.02578998e-01	1.24592125e+00	6.09456655e-03
1.03040047e-01	1.21696877e+00	6.01584185e-03
1.03501104e-01	1.19342422e+00	5.95417852e-03
1.03962161e-01	1.16834784e+00	5.87919634e-03
1.04423210e-01	1.15109634e+00	5.83251659e-03
1.04884267e-01	1.14524198e+00	5.81185427e-03
1.05345324e-01	1.11064219e+00	5.71310567e-03
1.05806373e-01	1.08735013e+00	5.65877790e-03
1.06267430e-01	1.06994975e+00	5.60266105e-03
1.06728487e-01	1.05749118e+00	5.56885079e-03
1.07189544e-01	1.03845286e+00	5.51252719e-03
1.07650593e-01	1.02761960e+00	5.47564449e-03
1.08111650e-01	1.01292300e+00	5.43179922e-03
1.08572707e-01	9.93228316e-01	5.37094381e-03
1.09033756e-01	9.78532314e-01	5.32819750e-03
1.09494813e-01	9.65214908e-01	5.28837973e-03
1.09955870e-01	9.49828625e-01	5.23686688e-03
1.10416919e-01	9.47683811e-01	5.22696925e-03
1.10877976e-01	9.25831437e-01	5.15938783e-03
1.11339033e-01	9.12424266e-01	5.11667738e-03
1.11800082e-01	9.04219449e-01	5.09031629e-03
1.12261139e-01	8.90336037e-01	5.04231919e-03
1.12722196e-01	8.82848144e-01	5.01374109e-03
1.13183245e-01	8.71340632e-01	4.97928169e-03
1.13644302e-01	8.58790040e-01	4.93820896e-03
1.14105359e-01	8.44607234e-01	4.89112129e-03
1.14566408e-01	8.36915851e-01	4.86717327e-03
1.15027465e-01	8.25432897e-01	4.82078688e-03
1.15488522e-01	8.23941112e-01	4.80858702e-03
1.15949571e-01	8.13872039e-01	4.77667106e-03
1.16410628e-01	7.98015952e-01	4.72664926e-03
1.16871685e-01	7.89696693e-01	4.69977036e-03
1.17332734e-01	7.78512120e-01	4.65820730e-03
1.17793791e-01	7.62025893e-01	4.61067585e-03
1.18254848e-01	7.58197367e-01	4.59701754e-03
1.18715897e-01	7.55600810e-01	4.57756594e-03
1.19176954e-01	7.49562800e-01	4.56000119e-03
1.19638011e-01	7.38901734e-01	4.51969542e-03
1.20099060e-01	7.28383601e-01	4.48191678e-03
1.20560117e-01	7.22768605e-01	4.46293503e-03
1.21021174e-01	7.15454459e-01	4.43315972e-03
1.21482231e-01	7.13273525e-01	4.42242017e-03
1.21943280e-01	7.06074595e-01	4.39443532e-03
1.22404337e-01	7.01121092e-01	4.37391456e-03
1.22865394e-01	6.89189613e-01	4.33277432e-03
1.23326443e-01	6.83808267e-01	4.31736233e-03
1.23787500e-01	6.71250224e-01	4.27305931e-03
1.24248557e-01	6.66871190e-01	4.25882638e-03
1.24709606e-01	6.57954335e-01	4.22323216e-03
1.25170663e-01	6.59451783e-01	4.22007451e-03
1.25631720e-01	6.50685728e-01	4.18861443e-03
1.26092777e-01	6.41447902e-01	4.16160375e-03
1.26553819e-01	6.33631766e-01	4.13060235e-03
1.27014875e-01	6.32468462e-01	4.12529800e-03
1.27475932e-01	6.17731452e-01	4.07508574e-03
1.27936989e-01	6.08910978e-01	4.04519308e-03
1.28398046e-01	6.10536456e-01	4.04736586e-03
1.28859103e-01	6.05308890e-01	4.01814934e-03
1.29320160e-01	6.02240384e-01	4.00452269e-03
1.29781201e-01	5.93382180e-01	3.97234038e-03
1.30242258e-01	5.95575452e-01	3.97469569e-03
1.30703315e-01	5.91952145e-01	3.95618519e-03
1.31164372e-01	5.77399194e-01	3.91005445e-03
1.31625429e-01	5.72719395e-01	3.89765832e-03
1.32086486e-01	5.68960428e-01	3.87689774e-03
1.32547528e-01	5.64061046e-01	3.85621749e-03
1.33008584e-01	5.55525303e-01	3.82551225e-03
1.33469641e-01	5.52577198e-01	3.81812570e-03
1.33930698e-01	5.41776240e-01	3.77925439e-03
1.34391755e-01	5.42092144e-01	3.77588952e-03
1.34852812e-01	5.38809955e-01	3.76260886e-03
1.35313854e-01	5.30091107e-01	3.72746540e-03
1.35774910e-01	5.30780852e-01	3.72844865e-03
1.36235967e-01	5.24538636e-01	3.70441633e-03
1.36697024e-01	5.18352926e-01	3.67781939e-03
1.37158081e-01	5.16083300e-01	3.67357722e-03
1.37619138e-01	5.05529702e-01	3.63534759e-03
1.38080180e-01	5.07846713e-01	3.63545166e-03
1.38541237e-01	5.04499912e-01	3.62149952e-03
1.39002293e-01	4.99606520e-01	3.60616110e-03
1.39463350e-01	4.86127764e-01	3.56016168e-03
1.39924407e-01	4.88626808e-01	3.56342900e-03
1.40385464e-01	4.89188910e-01	3.55753163e-03
1.40846506e-01	4.81842190e-01	3.53212585e-03
1.41307563e-01	4.75521266e-01	3.51319904e-03
1.41768619e-01	4.74902093e-01	3.50684416e-03
1.42229676e-01	4.73443180e-01	3.49695375e-03
1.42690733e-01	4.65637922e-01	3.46950255e-03
1.43151790e-01	4.65015262e-01	3.46275908e-03
1.43612847e-01	4.63628203e-01	3.45871295e-03
1.44073889e-01	4.52972949e-01	3.42272338e-03
1.44534945e-01	4.56750810e-01	3.42807663e-03
1.44996002e-01	4.54594046e-01	3.41784582e-03
1.45457059e-01	4.42585647e-01	3.37918242e-03
1.45918116e-01	4.43272978e-01	3.37595353e-03
1.46379173e-01	4.39431995e-01	3.35634826e-03
1.46840215e-01	4.42341506e-01	3.36706406e-03
1.47301272e-01	4.35745656e-01	3.34212789e-03
1.47762328e-01	4.33844566e-01	3.33430362e-03
1.48223385e-01	4.27682966e-01	3.30900541e-03
1.48684442e-01	4.28184032e-01	3.31125548e-03
1.49145499e-01	4.20433432e-01	3.27951461e-03
1.49606541e-01	4.19252694e-01	3.27506475e-03
1.50067598e-01	4.18592125e-01	3.26861860e-03
1.50528654e-01	4.19088066e-01	3.26658110e-03
1.50989711e-01	4.11602199e-01	3.24272923e-03
1.51450768e-01	4.09588963e-01	3.23435338e-03
1.51911825e-01	4.06457603e-01	3.21944919e-03
1.52372867e-01	4.01010424e-01	3.19671072e-03
1.52833924e-01	4.07872587e-01	3.21473670e-03
1.53294981e-01	4.04886335e-01	3.20113869e-03
1.53756037e-01	3.99096072e-01	3.18406709e-03
1.54217094e-01	3.93588334e-01	3.16324783e-03
1.54678151e-01	3.92215341e-01	3.15466477e-03
1.55139193e-01	3.92745227e-01	3.15154716e-03
1.55600250e-01	3.91321301e-01	3.14168492e-03
1.56061307e-01	3.94378662e-01	3.15052341e-03
1.56522363e-01	3.86407018e-01	3.11957859e-03
1.56983420e-01	3.88355672e-01	3.12518515e-03
1.57444477e-01	3.84627759e-01	3.10917851e-03
1.57905519e-01	3.82474333e-01	3.10256379e-03
1.58366576e-01	3.79073143e-01	3.08736856e-03
1.58827633e-01	3.76659513e-01	3.07682506e-03
1.59288689e-01	3.75252903e-01	3.07109253e-03
1.59749746e-01	3.73026133e-01	3.05911782e-03
1.60210803e-01	3.71644974e-01	3.04820458e-03
1.60671860e-01	3.75282705e-01	3.05781141e-03
1.61132902e-01	3.70020807e-01	3.04102269e-03
1.61593959e-01	3.70487332e-01	3.04026436e-03
1.62055016e-01	3.71866316e-01	3.03653209e-03
1.62516072e-01	3.68021131e-01	3.02044908e-03
1.62977129e-01	3.62690747e-01	3.00359400e-03
1.63438186e-01	3.60309899e-01	2.99349683e-03
1.63899228e-01	3.60128343e-01	2.98984814e-03
1.64360285e-01	3.58325750e-01	2.98005366e-03
1.64821342e-01	3.59721452e-01	2.98102340e-03
1.65282398e-01	3.56122136e-01	2.96768220e-03
1.65743455e-01	3.52795303e-01	2.95513077e-03
1.66204512e-01	3.49434674e-01	2.93977722e-03
1.66665554e-01	3.50485742e-01	2.93699396e-03
1.67126611e-01	3.51411998e-01	2.93591153e-03
1.67587668e-01	3.50593626e-01	2.92936922e-03
1.68048725e-01	3.47896338e-01	2.91692186e-03
1.68509781e-01	3.47398281e-01	2.91257491e-03
1.68970838e-01	3.47747892e-01	2.90646497e-03
1.69431880e-01	3.45383376e-01	2.89721368e-03
1.69892937e-01	3.38108540e-01	2.87393574e-03
1.70353994e-01	3.43050271e-01	2.88705225e-03
1.70815051e-01	3.41350317e-01	2.87537230e-03
1.71276107e-01	3.40035498e-01	2.86813569e-03
1.71737164e-01	3.39597344e-01	2.86150980e-03
1.72198206e-01	3.36835146e-01	2.85189482e-03
1.72659263e-01	3.34087044e-01	2.84145703e-03
1.73120320e-01	3.32130313e-01	2.83086696e-03
1.73581377e-01	3.36482644e-01	2.84180674e-03
1.74042434e-01	3.32049906e-01	2.82067852e-03
1.74503490e-01	3.34086001e-01	2.82444479e-03
1.74964547e-01	3.31125796e-01	2.81011220e-03
1.75425589e-01	3.27996552e-01	2.79595843e-03
1.75886646e-01	3.26749861e-01	2.78868503e-03
1.76347703e-01	3.24676216e-01	2.77896528e-03
1.76808760e-01	3.26959521e-01	2.78117298e-03
1.77269816e-01	3.24109226e-01	2.76953005e-03
1.77730873e-01	3.22591245e-01	2.76049529e-03
1.78191915e-01	3.22104275e-01	2.75456510e-03
1.78652972e-01	3.17709655e-01	2.73956312e-03
1.79114029e-01	3.19299877e-01	2.74200481e-03
1.79575086e-01	3.19276750e-01	2.73701758e-03
1.80036142e-01	3.17787319e-01	2.72850506e-03
1.80497199e-01	3.17368686e-01	2.72440398e-03
1.80958241e-01	3.15400094e-01	2.71380739e-03
1.81419298e-01	3.15792710e-01	2.71296827e-03
1.81880355e-01	3.13741446e-01	2.70506437e-03
1.82341412e-01	3.11549306e-01	2.69693369e-03
1.82802469e-01	3.11015904e-01	2.69002072e-03
1.83263525e-01	3.14612418e-01	2.69428780e-03
1.83724567e-01	3.11534882e-01	2.68322742e-03
1.84185624e-01	3.04252625e-01	2.66132434e-03
1.84646681e-01	3.06379735e-01	2.66380492e-03
1.85107738e-01	3.05140913e-01	2.65608798e-03
1.85568795e-01	3.06049734e-01	2.65607634e-03
1.86029851e-01	3.07435930e-01	2.65702372e-03
1.86490893e-01	3.04031670e-01	2.63895513e-03
1.86951950e-01	3.05013478e-01	2.64073908e-03
1.87413007e-01	3.04096371e-01	2.63567222e-03
1.87874064e-01	3.04995596e-01	2.63188547e-03
1.88335121e-01	3.05316299e-01	2.62955762e-03
1.88796178e-01	3.04233342e-01	2.62519112e-03
1.89257234e-01	2.95792997e-01	2.59585539e-03
1.89718276e-01	2.96065271e-01	2.59454781e-03
1.90179333e-01	2.95281351e-01	2.58906698e-03
1.90640390e-01	2.93037057e-01	2.57946923e-03
1.91101447e-01	2.92804211e-01	2.57673091e-03
1.91562504e-01	2.91969687e-01	2.57317442e-03
1.92023560e-01	2.90430486e-01	2.56375363e-03
1.92484602e-01	2.91302443e-01	2.56079948e-03
1.92945659e-01	2.93451130e-01	2.56341277e-03
1.93406716e-01	2.89540112e-01	2.55103922e-03
1.93867773e-01	2.86300957e-01	2.54036998e-03
1.94328830e-01	2.87037760e-01	2.53959326e-03
1.94789886e-01	2.87717909e-01	2.53850012e-03
1.95250928e-01	2.87849694e-01	2.53370916e-03
1.95711985e-01	2.86778510e-01	2.52869399e-03
1.96173042e-01	2.85755813e-01	2.52338918e-03
1.96634099e-01	2.85377055e-01	2.51877378e-03
1.97095156e-01	2.84090966e-01	2.51315767e-03
1.97556213e-01	2.82528490e-01	2.50632386e-03
1.98017254e-01	2.81021446e-01	2.49762228e-03
1.98478311e-01	2.84620315e-01	2.50767660e-03
1.98939368e-01	2.77945340e-01	2.48330273e-03
1.99400425e-01	2.80659258e-01	2.49085180e-03
1.99861482e-01	2.79420942e-01	2.48141633e-03
2.00322539e-01	2.81519592e-01	2.48744851e-03
2.00783581e-01	2.76393980e-01	2.46933801e-03
2.01244637e-01	2.74766177e-01	2.46347371e-03
2.01705694e-01	2.75771976e-01	2.46126624e-03
2.02166751e-01	2.74881631e-01	2.45645153e-03
2.02627808e-01	2.72118360e-01	2.44836672e-03
2.03088865e-01	2.73128122e-01	2.44876882e-03
2.03549922e-01	2.72202253e-01	2.44161929e-03
2.04010963e-01	2.74623096e-01	2.44698627e-03
2.04472020e-01	2.72821367e-01	2.43850704e-03
2.04933077e-01	2.67312348e-01	2.42141332e-03
2.05394134e-01	2.67861933e-01	2.41980283e-03
2.05855191e-01	2.72212476e-01	2.42930255e-03
2.06316248e-01	2.70443767e-01	2.42256117e-03
2.06777290e-01	2.67856658e-01	2.41330802e-03
2.07238346e-01	2.63947219e-01	2.41312198e-03
2.07699403e-01	2.67396152e-01	2.44145608e-03
2.08160460e-01	2.67590344e-01	2.45073484e-03
2.08621517e-01	2.63507009e-01	2.44588172e-03
2.09082574e-01	2.62099028e-01	2.44542025e-03
2.09543616e-01	2.64494479e-01	2.45801848e-03
2.10004672e-01	2.62714446e-01	2.45667202e-03
2.10465729e-01	2.61138082e-01	2.45806715e-03
2.10926786e-01	2.60543615e-01	2.46004341e-03
2.11387843e-01	2.57770091e-01	2.45134835e-03
2.11848900e-01	2.58760661e-01	2.45812279e-03
2.12309942e-01	2.59841859e-01	2.46358151e-03
2.12770998e-01	2.59103566e-01	2.46325810e-03
2.13232055e-01	2.57958829e-01	2.46224809e-03
2.13693112e-01	2.54569471e-01	2.45081168e-03
2.14154169e-01	2.52370298e-01	2.44593900e-03
2.14615226e-01	2.52431005e-01	2.44592805e-03
2.15076268e-01	2.52999365e-01	2.44887406e-03
2.15537325e-01	2.51469135e-01	2.44473061e-03
2.15998381e-01	2.50959933e-01	2.44298321e-03
2.16459438e-01	2.48867825e-01	2.43686093e-03
2.16920495e-01	2.54180491e-01	2.45621591e-03
2.17381552e-01	2.46943593e-01	2.43380107e-03
2.17842609e-01	2.45661169e-01	2.43180199e-03
2.18303651e-01	2.49055058e-01	2.44233501e-03
2.18764707e-01	2.47493476e-01	2.43953289e-03
2.19225764e-01	2.45835379e-01	2.43649795e-03
2.19686821e-01	2.46501654e-01	2.43817177e-03
2.20147878e-01	2.44261175e-01	2.43114191e-03
2.20608935e-01	2.45059058e-01	2.43440853e-03
2.21069977e-01	2.44241744e-01	2.43015517e-03
2.21531034e-01	2.44887307e-01	2.43306207e-03
2.21992090e-01	2.41584629e-01	2.42596376e-03
2.22453147e-01	2.39710093e-01	2.42026197e-03
2.22914204e-01	2.41508633e-01	2.42638425e-03
2.23375261e-01	2.39008352e-01	2.41865707e-03
2.23836303e-01	2.40873143e-01	2.42413231e-03
2.24297360e-01	2.41861790e-01	2.42798752e-03
2.24758416e-01	2.40885451e-01	2.41801259e-03
2.25219473e-01	2.38230199e-01	2.38806312e-03
2.25680530e-01	2.38290235e-01	2.37585418e-03
2.26141587e-01	2.35543936e-01	2.35695997e-03
2.26602629e-01	2.36151531e-01	2.35253386e-03
2.27063686e-01	2.36453265e-01	2.34780484e-03
2.27524742e-01	2.34885484e-01	2.33657099e-03
2.27985799e-01	2.35035703e-01	2.33228877e-03
2.28446856e-01	2.33155251e-01	2.32144748e-03
2.28907913e-01	2.32140139e-01	2.31457967e-03
2.29368955e-01	2.28805020e-01	2.29942752e-03
2.29830012e-01	2.29982570e-01	2.29968457e-03
2.30291069e-01	2.28613138e-01	2.28986423e-03
2.30752125e-01	2.28669167e-01	2.28653522e-03
2.31213182e-01	2.29007557e-01	2.28782324e-03
2.31674239e-01	2.26944521e-01	2.27852608e-03
2.32135296e-01	2.25570709e-01	2.27091485e-03
2.32596338e-01	2.25429609e-01	2.26850668e-03
2.33057395e-01	2.24003822e-01	2.25772988e-03
2.33518451e-01	2.26260111e-01	2.26053130e-03
2.33979508e-01	2.25451082e-01	2.25462858e-03
2.34440565e-01	2.24015430e-01	2.24693306e-03
2.34901622e-01	2.24418163e-01	2.24459381e-03
2.35362664e-01	2.24833682e-01	2.24248576e-03
2.35823721e-01	2.18733951e-01	2.22228840e-03
2.36284778e-01	2.18749315e-01	2.21916195e-03
2.36745834e-01	2.20748946e-01	2.22051470e-03
2.37206891e-01	2.17405915e-01	2.20848480e-03
2.37667948e-01	2.16022342e-01	2.19941023e-03
2.38128990e-01	2.15912297e-01	2.19601905e-03
2.38590047e-01	2.16450691e-01	2.19620834e-03
2.39051104e-01	2.15928271e-01	2.19122553e-03
2.39512160e-01	2.12783009e-01	2.17996980e-03
2.39973217e-01	2.15782553e-01	2.18683644e-03
2.40434274e-01	2.13620499e-01	2.17510038e-03
2.40895316e-01	2.15061933e-01	2.17941450e-03
2.41356373e-01	2.12836429e-01	2.16941326e-03
2.41817430e-01	2.10592583e-01	2.16204952e-03
2.42278486e-01	2.07102805e-01	2.14916491e-03
2.42739543e-01	2.10424304e-01	2.15457170e-03
