q[nm-1]	I(q)[sr-1]_Rocca_10m_eiger2_00001_00_00002_av_ave.h5_00001_[NS1_25C]_trm=0.873862	error
4.40250821e-02	1.82217503e+01	2.04582959e-02
4.44861390e-02	1.72844791e+01	1.98839735e-02
4.49471921e-02	1.64196186e+01	1.93269309e-02
4.54082489e-02	1.55540190e+01	1.87536217e-02
4.58693020e-02	1.47378321e+01	1.81983877e-02
4.63303551e-02	1.40481682e+01	1.77247394e-02
4.67914119e-02	1.33881226e+01	1.72520597e-02
4.72524650e-02	1.28088064e+01	1.68359596e-02
4.77135181e-02	1.22393799e+01	1.64108779e-02
4.81745750e-02	1.17021713e+01	1.59847159e-02
4.86356281e-02	1.12445383e+01	1.53491665e-02
4.90966812e-02	1.07767382e+01	1.47226164e-02
4.95577380e-02	1.03459272e+01	1.42284771e-02
5.00187911e-02	9.94904232e+00	1.37963155e-02
5.04798442e-02	9.60172653e+00	1.36270374e-02
5.09409010e-02	9.29603386e+00	1.35333845e-02
5.14019541e-02	8.92945576e+00	1.32799018e-02
5.18630110e-02	8.57216740e+00	1.30104506e-02
5.23240641e-02	8.29797459e+00	1.28077706e-02
5.27851172e-02	7.97165537e+00	1.25369504e-02
5.32461740e-02	7.70540571e+00	1.23097878e-02
5.37072271e-02	7.48744202e+00	1.21170525e-02
5.41682802e-02	7.21974611e+00	1.18809659e-02
5.46293370e-02	6.96783686e+00	1.16480812e-02
5.50903901e-02	6.73686028e+00	1.14333704e-02
5.55514432e-02	6.51089811e+00	1.12168146e-02
5.60125001e-02	6.31914949e+00	1.08593954e-02
5.64735532e-02	6.14151525e+00	1.04983542e-02
5.69346063e-02	5.92405891e+00	1.01721948e-02
5.73956631e-02	5.75173044e+00	9.92353912e-03
5.78567162e-02	5.58710527e+00	9.69644450e-03
5.83177693e-02	5.39250040e+00	9.43726860e-03
5.87788261e-02	5.23450899e+00	9.23685543e-03
5.92398793e-02	5.07680130e+00	9.02621634e-03
5.97009361e-02	4.94556952e+00	8.83341767e-03
6.01619892e-02	4.82361603e+00	8.65501259e-03
6.06230423e-02	4.67275524e+00	8.45167600e-03
6.10840991e-02	4.54280949e+00	8.27914011e-03
6.15451522e-02	4.41370440e+00	8.10060278e-03
6.20062053e-02	4.29302502e+00	7.93427136e-03
6.24672621e-02	4.18589211e+00	7.78783765e-03
6.29283190e-02	4.04926825e+00	7.60592986e-03
6.33893684e-02	3.93460298e+00	7.45652849e-03
6.38504252e-02	3.84114933e+00	7.32694939e-03
6.43114820e-02	3.74057293e+00	7.18939630e-03
6.47725314e-02	3.64681792e+00	7.07076211e-03
6.52335882e-02	3.53709292e+00	6.94085751e-03
6.56946450e-02	3.43675113e+00	6.81498693e-03
6.61556944e-02	3.35528374e+00	6.70280680e-03
6.66167513e-02	3.27829170e+00	6.59985840e-03
6.70778081e-02	3.19660926e+00	6.48810482e-03
6.75388575e-02	3.13030720e+00	6.39641238e-03
6.79999143e-02	3.03202748e+00	6.26939535e-03
6.84609711e-02	2.96423435e+00	6.17631525e-03
6.89220205e-02	2.89952922e+00	6.08314155e-03
6.93830773e-02	2.82866383e+00	5.99110732e-03
6.98441342e-02	2.75095153e+00	5.88972215e-03
7.03051835e-02	2.69029307e+00	5.80864446e-03
7.07662404e-02	2.63501477e+00	5.73644880e-03
7.12272972e-02	2.57060957e+00	5.66018792e-03
7.16883466e-02	2.49122071e+00	5.55577129e-03
7.21494034e-02	2.44999313e+00	5.50313247e-03
7.26104602e-02	2.40329480e+00	5.43633197e-03
7.30715096e-02	2.33244562e+00	5.34432847e-03
7.35325664e-02	2.27647376e+00	5.27383015e-03
7.39936233e-02	2.22622943e+00	5.20055601e-03
7.44546726e-02	2.17613316e+00	5.13069285e-03
7.49157295e-02	2.14021277e+00	5.07038971e-03
7.53767863e-02	2.10183620e+00	5.00670541e-03
7.58378357e-02	2.05464172e+00	4.94428305e-03
7.62988925e-02	1.99840784e+00	4.86327196e-03
7.67599493e-02	1.95000732e+00	4.78854449e-03
7.72210062e-02	1.91416895e+00	4.73513920e-03
7.76820555e-02	1.87338078e+00	4.67117736e-03
7.81431124e-02	1.84508812e+00	4.62393509e-03
7.86041692e-02	1.81737459e+00	4.57739783e-03
7.90652186e-02	1.77713680e+00	4.51501692e-03
7.95262754e-02	1.73942316e+00	4.46005119e-03
7.99873322e-02	1.69713914e+00	4.39398456e-03
8.04483816e-02	1.66553319e+00	4.34695324e-03
8.09094384e-02	1.62583101e+00	4.28381143e-03
8.13704953e-02	1.59477293e+00	4.23541991e-03
8.18315446e-02	1.56274843e+00	4.18785028e-03
8.22926015e-02	1.52486718e+00	4.12578415e-03
8.27536583e-02	1.50112295e+00	4.08516824e-03
8.32147077e-02	1.46825600e+00	4.03072126e-03
8.36757645e-02	1.43747711e+00	3.98028968e-03
8.41368213e-02	1.40989208e+00	3.93373193e-03
8.45978707e-02	1.39057934e+00	3.90063296e-03
8.50589275e-02	1.36208737e+00	3.85184633e-03
8.55199844e-02	1.33462560e+00	3.80895706e-03
8.59810337e-02	1.31027734e+00	3.76802473e-03
8.64420906e-02	1.28952062e+00	3.73218139e-03
8.69031474e-02	1.25884438e+00	3.67778027e-03
8.73641968e-02	1.23804748e+00	3.64421867e-03
8.78252536e-02	1.21623755e+00	3.60633247e-03
8.82863104e-02	1.19158638e+00	3.56738642e-03
8.87473598e-02	1.16139996e+00	3.51680862e-03
8.92084166e-02	1.14888108e+00	3.49175907e-03
8.96694735e-02	1.12629974e+00	3.45138391e-03
9.01305228e-02	1.10617626e+00	3.41707631e-03
9.05915797e-02	1.09189665e+00	3.39187752e-03
9.10526365e-02	1.06735933e+00	3.34659475e-03
9.15136859e-02	1.05425990e+00	3.32262926e-03
9.19747427e-02	1.03646839e+00	3.28885322e-03
9.24357995e-02	1.01345098e+00	3.25001078e-03
9.28968564e-02	9.98869419e-01	3.22236819e-03
9.33579057e-02	9.84717667e-01	3.19352676e-03
9.38189626e-02	9.69182014e-01	3.16668674e-03
9.42800194e-02	9.50529575e-01	3.13323922e-03
9.47410688e-02	9.42877591e-01	3.11659905e-03
9.52021256e-02	9.24820125e-01	3.08264862e-03
9.56631824e-02	9.06857550e-01	3.05089285e-03
9.61242318e-02	8.94696712e-01	3.02668684e-03
9.65852886e-02	8.78567755e-01	2.99901306e-03
9.70463455e-02	8.64336431e-01	2.97102495e-03
9.75073949e-02	8.58769119e-01	2.95447721e-03
9.79684517e-02	8.37603390e-01	2.91551417e-03
9.84295085e-02	8.24167490e-01	2.89040385e-03
9.88905579e-02	8.15912306e-01	2.87311361e-03
9.93516147e-02	8.00090253e-01	2.84433784e-03
9.98126715e-02	7.87494719e-01	2.81986664e-03
1.00273721e-01	7.73853302e-01	2.79155700e-03
1.00734778e-01	7.64306724e-01	2.77237338e-03
1.01195835e-01	7.56355524e-01	2.75459746e-03
1.01656884e-01	7.46291697e-01	2.73249741e-03
1.02117941e-01	7.33901024e-01	2.71075172e-03
1.02578998e-01	7.20279992e-01	2.68415222e-03
1.03040047e-01	7.11769104e-01	2.66474602e-03
1.03501104e-01	7.03841746e-01	2.64948932e-03
1.03962161e-01	6.91649914e-01	2.62346747e-03
1.04423210e-01	6.84451103e-01	2.60671927e-03
1.04884267e-01	6.76273525e-01	2.59016803e-03
1.05345324e-01	6.64109290e-01	2.56546261e-03
1.05806373e-01	6.56877935e-01	2.55025015e-03
1.06267430e-01	6.46857738e-01	2.52782344e-03
1.06728487e-01	6.41228378e-01	2.51620705e-03
1.07189544e-01	6.32078469e-01	2.49629118e-03
1.07650593e-01	6.23809040e-01	2.47554900e-03
1.08111650e-01	6.22378170e-01	2.46909144e-03
1.08572707e-01	6.14322364e-01	2.45176675e-03
1.09033756e-01	6.03311658e-01	2.42756680e-03
1.09494813e-01	5.99487603e-01	2.41849013e-03
1.09955870e-01	5.89282095e-01	2.39693816e-03
1.10416919e-01	5.85640132e-01	2.38728174e-03
1.10877976e-01	5.83018959e-01	2.37826444e-03
1.11339033e-01	5.73327005e-01	2.35619815e-03
1.11800082e-01	5.64756632e-01	2.33728276e-03
1.12261139e-01	5.59847653e-01	2.32477277e-03
1.12722196e-01	5.58586359e-01	2.31990544e-03
1.13183245e-01	5.50838649e-01	2.29887478e-03
1.13644302e-01	5.54235756e-01	2.30214396e-03
1.14105359e-01	5.47077417e-01	2.28266953e-03
1.14566408e-01	5.49429476e-01	2.28355709e-03
1.15027465e-01	5.46420038e-01	2.27288413e-03
1.15488522e-01	5.40651858e-01	2.25703022e-03
1.15949571e-01	5.44733226e-01	2.26085773e-03
1.16410628e-01	5.44589341e-01	2.25418480e-03
1.16871685e-01	5.40048301e-01	2.24126759e-03
1.17332734e-01	5.36541700e-01	2.23115319e-03
1.17793791e-01	5.34488201e-01	2.22354615e-03
1.18254848e-01	5.33632874e-01	2.21976801e-03
1.18715897e-01	5.22866368e-01	2.19530612e-03
1.19176954e-01	5.18988907e-01	2.18783901e-03
1.19638011e-01	5.11899829e-01	2.17197067e-03
1.20099060e-01	5.03222227e-01	2.15351512e-03
1.20560117e-01	4.95901346e-01	2.13761791e-03
1.21021174e-01	4.86012816e-01	2.11768132e-03
1.21482231e-01	4.80967522e-01	2.10717088e-03
1.21943280e-01	4.74914283e-01	2.09342991e-03
1.22404337e-01	4.68632668e-01	2.07974971e-03
1.22865394e-01	4.58979368e-01	2.06104992e-03
1.23326443e-01	4.52678680e-01	2.04875087e-03
1.23787500e-01	4.46468145e-01	2.03477638e-03
1.24248557e-01	4.35919493e-01	2.01302255e-03
1.24709606e-01	4.32029516e-01	2.00271560e-03
1.25170663e-01	4.26270217e-01	1.98971340e-03
1.25631720e-01	4.19076294e-01	1.97404134e-03
1.26092777e-01	4.13368374e-01	1.96060585e-03
1.26553819e-01	4.08795625e-01	1.94997375e-03
1.27014875e-01	4.03172046e-01	1.93854922e-03
1.27475932e-01	3.94486666e-01	1.92079286e-03
1.27936989e-01	3.90270680e-01	1.91054435e-03
1.28398046e-01	3.88472944e-01	1.90543267e-03
1.28859103e-01	3.80195260e-01	1.88762613e-03
1.29320160e-01	3.73420000e-01	1.87146035e-03
1.29781201e-01	3.70936960e-01	1.86457508e-03
1.30242258e-01	3.64309877e-01	1.84919790e-03
1.30703315e-01	3.60286921e-01	1.84009876e-03
1.31164372e-01	3.54651719e-01	1.82695885e-03
1.31625429e-01	3.51415962e-01	1.81951176e-03
1.32086486e-01	3.43472451e-01	1.80265703e-03
1.32547528e-01	3.38372558e-01	1.79074227e-03
1.33008584e-01	3.38579506e-01	1.78899697e-03
1.33469641e-01	3.30298036e-01	1.77100569e-03
1.33930698e-01	3.23451936e-01	1.75753853e-03
1.34391755e-01	3.22609216e-01	1.75378507e-03
1.34852812e-01	3.16789299e-01	1.73945609e-03
1.35313854e-01	3.13218623e-01	1.73086405e-03
1.35774910e-01	3.08423728e-01	1.71920634e-03
1.36235967e-01	3.03350091e-01	1.70986459e-03
1.36697024e-01	2.98415750e-01	1.69851072e-03
1.37158081e-01	2.92058617e-01	1.68341608e-03
1.37619138e-01	2.91471809e-01	1.68213446e-03
1.38080180e-01	2.86204576e-01	1.66842726e-03
1.38541237e-01	2.82765657e-01	1.66113465e-03
1.39002293e-01	2.78682679e-01	1.65226951e-03
1.39463350e-01	2.73105651e-01	1.63719070e-03
1.39924407e-01	2.74166077e-01	1.63785194e-03
1.40385464e-01	2.71498263e-01	1.63128821e-03
1.40846506e-01	2.67906070e-01	1.62271049e-03
1.41307563e-01	2.61189073e-01	1.60875835e-03
1.41768619e-01	2.56760269e-01	1.59907737e-03
1.42229676e-01	2.53816783e-01	1.59022526e-03
1.42690733e-01	2.53265351e-01	1.58906053e-03
1.43151790e-01	2.47185275e-01	1.57431024e-03
1.43612847e-01	2.46810436e-01	1.57230452e-03
1.44073889e-01	2.42995009e-01	1.56256917e-03
1.44534945e-01	2.39368066e-01	1.55374897e-03
1.44996002e-01	2.36884415e-01	1.54697825e-03
1.45457059e-01	2.34707654e-01	1.54081278e-03
1.45918116e-01	2.32940331e-01	1.53651275e-03
1.46379173e-01	2.26401046e-01	1.52121845e-03
1.46840215e-01	2.23604441e-01	1.51507545e-03
1.47301272e-01	2.21800745e-01	1.51123700e-03
1.47762328e-01	2.19697282e-01	1.50552497e-03
1.48223385e-01	2.17690453e-01	1.49882317e-03
1.48684442e-01	2.12685943e-01	1.48847629e-03
1.49145499e-01	2.09808886e-01	1.48161966e-03
1.49606541e-01	2.08462477e-01	1.47628470e-03
1.50067598e-01	2.07343891e-01	1.47295464e-03
1.50528654e-01	2.04844877e-01	1.46648637e-03
1.50989711e-01	2.00147808e-01	1.45520736e-03
1.51450768e-01	1.99944079e-01	1.45329093e-03
1.51911825e-01	1.98818550e-01	1.44866237e-03
1.52372867e-01	1.95929572e-01	1.44294149e-03
1.52833924e-01	1.92109808e-01	1.43369124e-03
1.53294981e-01	1.91786110e-01	1.42981776e-03
1.53756037e-01	1.91121161e-01	1.42740400e-03
1.54217094e-01	1.87822819e-01	1.41929567e-03
1.54678151e-01	1.86364591e-01	1.41570519e-03
1.55139193e-01	1.84635863e-01	1.41097268e-03
1.55600250e-01	1.81830868e-01	1.40352827e-03
1.56061307e-01	1.80484816e-01	1.40005408e-03
1.56522363e-01	1.77864030e-01	1.39275310e-03
1.56983420e-01	1.76867887e-01	1.39004202e-03
1.57444477e-01	1.74732253e-01	1.38478284e-03
1.57905519e-01	1.72592536e-01	1.37894473e-03
1.58366576e-01	1.71713963e-01	1.37618009e-03
1.58827633e-01	1.69818342e-01	1.37062813e-03
1.59288689e-01	1.67990610e-01	1.36420899e-03
1.59749746e-01	1.67243615e-01	1.36180618e-03
1.60210803e-01	1.64172605e-01	1.35448773e-03
1.60671860e-01	1.64021567e-01	1.35354977e-03
1.61132902e-01	1.62973508e-01	1.34942436e-03
1.61593959e-01	1.60519198e-01	1.34294014e-03
1.62055016e-01	1.59161314e-01	1.33877422e-03
1.62516072e-01	1.56732038e-01	1.33181619e-03
1.62977129e-01	1.56226218e-01	1.32953224e-03
1.63438186e-01	1.55882284e-01	1.32705388e-03
1.63899228e-01	1.53885111e-01	1.32166664e-03
1.64360285e-01	1.52760580e-01	1.31827849e-03
1.64821342e-01	1.52023062e-01	1.31453830e-03
1.65282398e-01	1.50791094e-01	1.31116877e-03
1.65743455e-01	1.47839472e-01	1.30365056e-03
1.66204512e-01	1.46495745e-01	1.29911897e-03
1.66665554e-01	1.46449909e-01	1.29711232e-03
1.67126611e-01	1.44942567e-01	1.29275874e-03
1.67587668e-01	1.44550577e-01	1.29027700e-03
1.68048725e-01	1.43341482e-01	1.28504890e-03
1.68509781e-01	1.42143741e-01	1.28192897e-03
1.68970838e-01	1.40187249e-01	1.27625768e-03
1.69431880e-01	1.39559522e-01	1.27378816e-03
1.69892937e-01	1.38694033e-01	1.27040781e-03
1.70353994e-01	1.37502372e-01	1.26663991e-03
1.70815051e-01	1.35956421e-01	1.26192218e-03
1.71276107e-01	1.35034874e-01	1.25854020e-03
1.71737164e-01	1.33971393e-01	1.25520432e-03
1.72198206e-01	1.31450787e-01	1.24788296e-03
1.72659263e-01	1.29616469e-01	1.24296267e-03
1.73120320e-01	1.30588666e-01	1.24385639e-03
1.73581377e-01	1.30147353e-01	1.24037708e-03
1.74042434e-01	1.29296586e-01	1.23652036e-03
1.74503490e-01	1.27452508e-01	1.23123045e-03
1.74964547e-01	1.26563936e-01	1.22835755e-03
1.75425589e-01	1.24273591e-01	1.22035644e-03
1.75886646e-01	1.25468224e-01	1.22184784e-03
1.76347703e-01	1.23449199e-01	1.21660077e-03
1.76808760e-01	1.22351281e-01	1.21235545e-03
1.77269816e-01	1.23697251e-01	1.21337560e-03
1.77730873e-01	1.21177487e-01	1.20673445e-03
1.78191915e-01	1.20539211e-01	1.20469683e-03
1.78652972e-01	1.21274889e-01	1.20379985e-03
1.79114029e-01	1.20516561e-01	1.20003766e-03
1.79575086e-01	1.19451053e-01	1.19718362e-03
1.80036142e-01	1.17005169e-01	1.19064446e-03
1.80497199e-01	1.16037309e-01	1.18815899e-03
1.80958241e-01	1.15006886e-01	1.18466094e-03
1.81419298e-01	1.15114301e-01	1.18240924e-03
1.81880355e-01	1.14966236e-01	1.18071889e-03
1.82341412e-01	1.13816626e-01	1.17740943e-03
1.82802469e-01	1.13459490e-01	1.17458415e-03
1.83263525e-01	1.12767123e-01	1.17175025e-03
1.83724567e-01	1.11376069e-01	1.16818666e-03
1.84185624e-01	1.10197507e-01	1.16449583e-03
1.84646681e-01	1.10026963e-01	1.16179883e-03
1.85107738e-01	1.10883795e-01	1.16185355e-03
1.85568795e-01	1.09543972e-01	1.15742930e-03
1.86029851e-01	1.07707538e-01	1.15279376e-03
1.86490893e-01	1.08023912e-01	1.15207210e-03
1.86951950e-01	1.06540501e-01	1.14695542e-03
1.87413007e-01	1.07190810e-01	1.14741852e-03
1.87874064e-01	1.07457310e-01	1.14633830e-03
1.88335121e-01	1.06320642e-01	1.14189950e-03
1.88796178e-01	1.05419278e-01	1.13912544e-03
1.89257234e-01	1.04715459e-01	1.13661971e-03
1.89718276e-01	1.04422361e-01	1.13410212e-03
1.90179333e-01	1.04369409e-01	1.13216031e-03
1.90640390e-01	1.04548149e-01	1.13114587e-03
1.91101447e-01	1.04206808e-01	1.12800242e-03
1.91562504e-01	1.04949415e-01	1.12753897e-03
1.92023560e-01	1.03019349e-01	1.12268061e-03
1.92484602e-01	1.02769963e-01	1.12189597e-03
1.92945659e-01	1.02727719e-01	1.11990597e-03
1.93406716e-01	1.01203263e-01	1.11553376e-03
1.93867773e-01	1.01447023e-01	1.11570989e-03
1.94328830e-01	1.01720951e-01	1.11463235e-03
1.94789886e-01	1.01479925e-01	1.11277658e-03
1.95250928e-01	1.00536436e-01	1.10936968e-03
1.95711985e-01	1.01526074e-01	1.11057563e-03
1.96173042e-01	1.00615613e-01	1.10715954e-03
1.96634099e-01	9.95188579e-02	1.10321795e-03
1.97095156e-01	9.86706093e-02	1.10092841e-03
1.97556213e-01	9.99806225e-02	1.10231421e-03
1.98017254e-01	9.93835703e-02	1.09902909e-03
1.98478311e-01	9.90739763e-02	1.09811546e-03
1.98939368e-01	9.88606736e-02	1.09607994e-03
1.99400425e-01	9.76601616e-02	1.09205267e-03
1.99861482e-01	9.81597081e-02	1.09171786e-03
2.00322539e-01	9.72877443e-02	1.08926964e-03
2.00783581e-01	9.63523611e-02	1.08597870e-03
2.01244637e-01	9.74194780e-02	1.08632550e-03
2.01705694e-01	9.64718238e-02	1.08344411e-03
2.02166751e-01	9.60316062e-02	1.08147692e-03
2.02627808e-01	9.61740986e-02	1.08075538e-03
2.03088865e-01	9.54483151e-02	1.07865187e-03
2.03549922e-01	9.45124552e-02	1.07522390e-03
2.04010963e-01	9.59074274e-02	1.07718655e-03
2.04472020e-01	9.61740389e-02	1.07632042e-03
2.04933077e-01	9.54995677e-02	1.07394205e-03
2.05394134e-01	9.43319201e-02	1.07080361e-03
2.05855191e-01	9.38094258e-02	1.06864830e-03
2.06316248e-01	9.43800583e-02	1.06839300e-03
2.06777290e-01	9.38098207e-02	1.06596574e-03
2.07238346e-01	9.29077640e-02	1.06941175e-03
2.07699403e-01	9.40712318e-02	1.07943127e-03
2.08160460e-01	9.36451554e-02	1.08190451e-03
2.08621517e-01	9.26026180e-02	1.08305400e-03
2.09082574e-01	9.34511051e-02	1.08768570e-03
2.09543616e-01	9.23361704e-02	1.08707778e-03
2.10004672e-01	9.25000682e-02	1.08979887e-03
2.10465729e-01	9.21806619e-02	1.09006953e-03
2.10926786e-01	9.26213190e-02	1.09196512e-03
2.11387843e-01	9.23492983e-02	1.09309540e-03
2.11848900e-01	9.25847664e-02	1.09505607e-03
2.12309942e-01	9.20031071e-02	1.09418959e-03
2.12770998e-01	9.06280652e-02	1.09222624e-03
2.13232055e-01	9.14161280e-02	1.09474384e-03
2.13693112e-01	9.18115377e-02	1.09475211e-03
2.14154169e-01	9.20307860e-02	1.09532673e-03
2.14615226e-01	9.12751555e-02	1.09386852e-03
2.15076268e-01	9.05978382e-02	1.09251437e-03
2.15537325e-01	9.09418985e-02	1.09403243e-03
2.15998381e-01	9.04895365e-02	1.09307189e-03
2.16459438e-01	9.08400789e-02	1.09388237e-03
2.16920495e-01	9.06612054e-02	1.09423907e-03
2.17381552e-01	9.03990194e-02	1.09358621e-03
2.17842609e-01	9.00930837e-02	1.09306548e-03
2.18303651e-01	9.00805891e-02	1.09444745e-03
2.18764707e-01	8.80012214e-02	1.08994101e-03
2.19225764e-01	8.97389874e-02	1.09387783e-03
2.19686821e-01	9.09258425e-02	1.09586713e-03
2.20147878e-01	8.90434384e-02	1.09268876e-03
2.20608935e-01	8.78091231e-02	1.09069631e-03
2.21069977e-01	8.86888281e-02	1.09255931e-03
2.21531034e-01	8.96149874e-02	1.09410228e-03
2.21992090e-01	8.80194008e-02	1.09049608e-03
2.22453147e-01	8.87570679e-02	1.09266432e-03
2.22914204e-01	8.90177563e-02	1.09316083e-03
2.23375261e-01	8.85902569e-02	1.09220366e-03
2.23836303e-01	8.81305337e-02	1.09162147e-03
2.24297360e-01	8.78919363e-02	1.09117315e-03
2.24758416e-01	8.77943039e-02	1.08754274e-03
2.25219473e-01	8.69371295e-02	1.07675057e-03
2.25680530e-01	8.79913867e-02	1.07357255e-03
2.26141587e-01	8.65660310e-02	1.06571696e-03
2.26602629e-01	8.66128281e-02	1.06305373e-03
2.27063686e-01	8.66716206e-02	1.06012286e-03
2.27524742e-01	8.60773697e-02	1.05605146e-03
2.27985799e-01	8.49203691e-02	1.05119601e-03
2.28446856e-01	8.54343176e-02	1.04966632e-03
2.28907913e-01	8.57647732e-02	1.04843685e-03
2.29368955e-01	8.46903995e-02	1.04432937e-03
2.29830012e-01	8.46249387e-02	1.04134565e-03
2.30291069e-01	8.50655958e-02	1.04074262e-03
2.30752125e-01	8.32147971e-02	1.03581697e-03
2.31213182e-01	8.30254108e-02	1.03498646e-03
2.31674239e-01	8.20988864e-02	1.03121833e-03
2.32135296e-01	8.33675265e-02	1.03219890e-03
2.32596338e-01	8.22861642e-02	1.02759537e-03
2.33057395e-01	8.24513212e-02	1.02726300e-03
2.33518451e-01	8.12878683e-02	1.02345180e-03
2.33979508e-01	8.05092528e-02	1.02020602e-03
2.34440565e-01	8.07808191e-02	1.01887551e-03
2.34901622e-01	8.08459595e-02	1.01723068e-03
2.35362664e-01	7.95706511e-02	1.01273984e-03
2.35823721e-01	7.97105953e-02	1.01155462e-03
2.36284778e-01	7.92282373e-02	1.00961037e-03
2.36745834e-01	7.87955299e-02	1.00741175e-03
2.37206891e-01	7.69264475e-02	1.00188726e-03
2.37667948e-01	7.81615078e-02	1.00339379e-03
2.38128990e-01	7.75986016e-02	1.00069132e-03
2.38590047e-01	7.70883337e-02	9.98194213e-04
2.39051104e-01	7.73830712e-02	9.97021212e-04
2.39512160e-01	7.61208609e-02	9.93387541e-04
2.39973217e-01	7.58556202e-02	9.91517329e-04
2.40434274e-01	7.62666985e-02	9.91450856e-04
2.40895316e-01	7.51086473e-02	9.88022308e-04
2.41356373e-01	7.45507553e-02	9.85527760e-04
2.41817430e-01	7.36613050e-02	9.82325990e-04
2.42278486e-01	7.42049515e-02	9.82436584e-04
2.42739543e-01	7.36930668e-02	9.79961129e-04
