         Index            Ts             t            HF        Weight            Tr
           [#]          [°C]           [s]       [Wg^-1]           [%]          [°C]
             0   2.76051e+01   0.00000e+00   7.50960e-01   1.00200e+02   2.50000e+01
             1   2.76888e+01   1.00000e+00   7.63948e-01   1.00190e+02   2.51667e+01
             2   2.77927e+01   2.00000e+00   7.75016e-01   1.00181e+02   2.53333e+01
             3   2.79349e+01   3.00000e+00   7.86222e-01   1.00171e+02   2.55000e+01
             4   2.80996e+01   4.00000e+00   8.08893e-01   1.00162e+02   2.56667e+01
             5   2.82764e+01   5.00000e+00   8.24363e-01   1.00156e+02   2.58333e+01
             6   2.84639e+01   6.00000e+00   8.38993e-01   1.00151e+02   2.60000e+01
             7   2.86459e+01   7.00000e+00   8.53949e-01   1.00151e+02   2.61667e+01
             8   2.88334e+01   8.00000e+00   8.76849e-01   1.00165e+02   2.63333e+01
             9   2.90209e+01   9.00000e+00   8.96385e-01   1.00169e+02   2.65000e+01
            10   2.92155e+01   1.00000e+01   9.16018e-01   1.00174e+02   2.66667e+01
            11   2.94121e+01   1.10000e+01   9.35934e-01   1.00187e+02   2.68333e+01
            12   2.96153e+01   1.20000e+01   9.61081e-01   1.00172e+02   2.70000e+01
            13   2.98210e+01   1.30000e+01   9.83529e-01   1.00164e+02   2.71667e+01
            14   3.00153e+01   1.40000e+01   1.00548e+00   1.00158e+02   2.73333e+01
            15   3.02165e+01   1.50000e+01   1.02754e+00   1.00152e+02   2.75000e+01
            16   3.04275e+01   1.60000e+01   1.05267e+00   1.00144e+02   2.76667e+01
            17   3.06322e+01   1.70000e+01   1.07626e+00   1.00141e+02   2.78333e+01
            18   3.08523e+01   1.80000e+01   1.09954e+00   1.00140e+02   2.80000e+01
            19   3.10674e+01   1.90000e+01   1.12285e+00   1.00140e+02   2.81667e+01
            20   3.12754e+01   2.00000e+01   1.14777e+00   1.00143e+02   2.83333e+01
            21   3.14870e+01   2.10000e+01   1.17171e+00   1.00142e+02   2.85000e+01
            22   3.16950e+01   2.20000e+01   1.19537e+00   1.00137e+02   2.86667e+01
            23   3.19073e+01   2.30000e+01   1.21903e+00   1.00132e+02   2.88333e+01
            24   3.21159e+01   2.40000e+01   1.24290e+00   1.00118e+02   2.90000e+01
            25   3.23301e+01   2.50000e+01   1.26652e+00   1.00107e+02   2.91667e+01
            26   3.25365e+01   2.60000e+01   1.29005e+00   1.00098e+02   2.93333e+01
            27   3.27533e+01   2.70000e+01   1.31359e+00   1.00091e+02   2.95000e+01
            28   3.29695e+01   2.80000e+01   1.33677e+00   1.00083e+02   2.96667e+01
            29   3.31707e+01   2.90000e+01   1.36002e+00   1.00076e+02   2.98333e+01
            30   3.33793e+01   3.00000e+01   1.38318e+00   1.00080e+02   3.00000e+01
            31   3.35981e+01   3.10000e+01   1.40627e+00   1.00083e+02   3.01667e+01
            32   3.38263e+01   3.20000e+01   1.42882e+00   1.00087e+02   3.03333e+01
            33   3.40177e+01   3.30000e+01   1.45160e+00   1.00087e+02   3.05000e+01
            34   3.42266e+01   3.40000e+01   1.47429e+00   1.00080e+02   3.06667e+01
            35   3.44532e+01   3.50000e+01   1.49692e+00   1.00068e+02   3.08333e+01
            36   3.46645e+01   3.60000e+01   1.51883e+00   1.00053e+02   3.10000e+01
            37   3.48715e+01   3.70000e+01   1.54102e+00   1.00043e+02   3.11667e+01
            38   3.50837e+01   3.80000e+01   1.56327e+00   1.00034e+02   3.13333e+01
            39   3.52947e+01   3.90000e+01   1.58544e+00   1.00024e+02   3.15000e+01
            40   3.55128e+01   4.00000e+01   1.60679e+00   1.00027e+02   3.16667e+01
            41   3.57270e+01   4.10000e+01   1.62854e+00   1.00023e+02   3.18333e+01
            42   3.59396e+01   4.20000e+01   1.65028e+00   1.00018e+02   3.20000e+01
            43   3.61404e+01   4.30000e+01   1.67196e+00   1.00012e+02   3.21667e+01
            44   3.63605e+01   4.40000e+01   1.69285e+00   1.00007e+02   3.23333e+01
            45   3.65558e+01   4.50000e+01   1.71398e+00   1.00000e+02   3.25000e+01
            46   3.67755e+01   4.60000e+01   1.73504e+00   9.99926e+01   3.26667e+01
            47   3.69991e+01   4.70000e+01   1.75592e+00   9.99837e+01   3.28333e+01
            48   3.71932e+01   4.80000e+01   1.77619e+00   9.99746e+01   3.30000e+01
            49   3.74113e+01   4.90000e+01   1.79666e+00   9.99671e+01   3.31667e+01
            50   3.76235e+01   5.00000e+01   1.81697e+00   9.99604e+01   3.33333e+01
            51   3.78374e+01   5.10000e+01   1.83715e+00   9.99541e+01   3.35000e+01
            52   3.80389e+01   5.20000e+01   1.85624e+00   9.99513e+01   3.36667e+01
            53   3.82378e+01   5.30000e+01   1.87572e+00   9.99485e+01   3.38333e+01
            54   3.84513e+01   5.40000e+01   1.89521e+00   9.99455e+01   3.40000e+01
            55   3.86486e+01   5.50000e+01   1.91459e+00   9.99416e+01   3.41667e+01
            56   3.88540e+01   5.60000e+01   1.93266e+00   9.99369e+01   3.43333e+01
            57   3.90711e+01   5.70000e+01   1.95123e+00   9.99300e+01   3.45000e+01
            58   3.92739e+01   5.80000e+01   1.96977e+00   9.99220e+01   3.46667e+01
            59   3.94656e+01   5.90000e+01   1.98824e+00   9.99133e+01   3.48333e+01
            60   3.96671e+01   6.00000e+01   2.00554e+00   9.99014e+01   3.50000e+01
            61   3.98657e+01   6.10000e+01   2.02337e+00   9.98935e+01   3.51667e+01
            62   4.00744e+01   6.20000e+01   2.04114e+00   9.98872e+01   3.53333e+01
            63   4.02840e+01   6.30000e+01   2.05874e+00   9.98815e+01   3.55000e+01
            64   4.04780e+01   6.40000e+01   2.07511e+00   9.98816e+01   3.56667e+01
            65   4.06749e+01   6.50000e+01   2.09194e+00   9.98795e+01   3.58333e+01
            66   4.08680e+01   6.60000e+01   2.10873e+00   9.98756e+01   3.60000e+01
            67   4.10708e+01   6.70000e+01   2.12543e+00   9.98702e+01   3.61667e+01
            68   4.12794e+01   6.80000e+01   2.14104e+00   9.98629e+01   3.63333e+01
            69   4.14826e+01   6.90000e+01   2.15699e+00   9.98539e+01   3.65000e+01
            70   4.16792e+01   7.00000e+01   2.17285e+00   9.98440e+01   3.66667e+01
            71   4.18703e+01   7.10000e+01   2.18856e+00   9.98337e+01   3.68333e+01
            72   4.20460e+01   7.20000e+01   2.20290e+00   9.98194e+01   3.70000e+01
            73   4.22479e+01   7.30000e+01   2.21792e+00   9.98104e+01   3.71667e+01
            74   4.24487e+01   7.40000e+01   2.23294e+00   9.98049e+01   3.73333e+01
            75   4.26346e+01   7.50000e+01   2.24781e+00   9.98016e+01   3.75000e+01
            76   4.28423e+01   7.60000e+01   2.26157e+00   9.98020e+01   3.76667e+01
            77   4.30226e+01   7.70000e+01   2.27574e+00   9.97978e+01   3.78333e+01
            78   4.32228e+01   7.80000e+01   2.28989e+00   9.97949e+01   3.80000e+01
            79   4.34015e+01   7.90000e+01   2.30394e+00   9.97978e+01   3.81667e+01
            80   4.35936e+01   8.00000e+01   2.31684e+00   9.97760e+01   3.83333e+01
            81   4.37918e+01   8.10000e+01   2.33019e+00   9.97610e+01   3.85000e+01
            82   4.39796e+01   8.20000e+01   2.34354e+00   9.97480e+01   3.86667e+01
            83   4.41688e+01   8.30000e+01   2.35678e+00   9.97359e+01   3.88333e+01
            84   4.43458e+01   8.40000e+01   2.36887e+00   9.97227e+01   3.90000e+01
            85   4.45447e+01   8.50000e+01   2.38147e+00   9.97121e+01   3.91667e+01
            86   4.47261e+01   8.60000e+01   2.39406e+00   9.97087e+01   3.93333e+01
            87   4.49145e+01   8.70000e+01   2.40650e+00   9.97100e+01   3.95000e+01
            88   4.51004e+01   8.80000e+01   2.41788e+00   9.97107e+01   3.96667e+01
            89   4.52895e+01   8.90000e+01   2.42957e+00   9.97054e+01   3.98333e+01
            90   4.54689e+01   9.00000e+01   2.44124e+00   9.96985e+01   4.00000e+01
            91   4.56593e+01   9.10000e+01   2.45287e+00   9.96911e+01   4.01667e+01
            92   4.58387e+01   9.20000e+01   2.46350e+00   9.96753e+01   4.03333e+01
            93   4.60242e+01   9.30000e+01   2.47455e+00   9.96639e+01   4.05000e+01
            94   4.62088e+01   9.40000e+01   2.48561e+00   9.96542e+01   4.06667e+01
            95   4.63914e+01   9.50000e+01   2.49660e+00   9.96449e+01   4.08333e+01
            96   4.65747e+01   9.60000e+01   2.50648e+00   9.96375e+01   4.10000e+01
            97   4.67570e+01   9.70000e+01   2.51675e+00   9.96302e+01   4.11667e+01
            98   4.69223e+01   9.80000e+01   2.52703e+00   9.96230e+01   4.13333e+01
            99   4.71167e+01   9.90000e+01   2.53726e+00   9.96158e+01   4.15000e+01
           100   4.73090e+01   1.00000e+02   2.54676e+00   9.96098e+01   4.16667e+01
           101   4.74842e+01   1.01000e+02   2.55650e+00   9.96022e+01   4.18333e+01
           102   4.76658e+01   1.02000e+02   2.56613e+00   9.95936e+01   4.20000e+01
           103   4.78523e+01   1.03000e+02   2.57560e+00   9.95845e+01   4.21667e+01
           104   4.80249e+01   1.04000e+02   2.58409e+00   9.95732e+01   4.23333e+01
