q[nm-1]	I(q)[sr-1]_Rocca_10m_eiger2_00014_00_00001_av_ave.h5_00001_[NS14_25C]_trm=0.858035	error
2.65050158e-02	7.85442047e+01	8.60404000e-02
2.69660708e-02	7.36362305e+01	8.25930387e-02
2.74271239e-02	6.91512222e+01	7.93217868e-02
2.78881788e-02	6.49755783e+01	7.62250945e-02
2.83492338e-02	6.14214363e+01	7.35121667e-02
2.88102888e-02	5.80458870e+01	7.08418638e-02
2.92713419e-02	5.47107658e+01	6.82422966e-02
2.97323968e-02	5.16772957e+01	6.58045858e-02
3.01934518e-02	4.90440140e+01	6.35767579e-02
3.06545049e-02	4.68159943e+01	6.20370097e-02
3.11155599e-02	4.43937912e+01	6.12040274e-02
3.15766148e-02	4.22954788e+01	6.01208434e-02
3.20376679e-02	4.04550018e+01	5.89823239e-02
3.24987248e-02	3.85379677e+01	5.75760417e-02
3.29597779e-02	3.69651566e+01	5.64607680e-02
3.34208310e-02	3.52955551e+01	5.51478341e-02
3.38818878e-02	3.39359627e+01	5.40194809e-02
3.43429409e-02	3.25272675e+01	5.28106093e-02
3.48039940e-02	3.12399082e+01	5.17441034e-02
3.52650508e-02	2.99778252e+01	5.05477898e-02
3.57261039e-02	2.89738007e+01	4.96335588e-02
3.61871570e-02	2.79649906e+01	4.86834124e-02
3.66482139e-02	2.71348686e+01	4.78294566e-02
3.71092670e-02	2.61776981e+01	4.68623489e-02
3.75703238e-02	2.53683319e+01	4.60618436e-02
3.80313769e-02	2.46108971e+01	4.53009754e-02
3.84924300e-02	2.38862762e+01	4.44910675e-02
3.89534868e-02	2.33045959e+01	4.38255928e-02
3.94145399e-02	2.27259407e+01	4.31684256e-02
3.98755930e-02	2.22188931e+01	4.25904654e-02
4.03366499e-02	2.17145119e+01	4.19798642e-02
4.07977030e-02	2.12621956e+01	4.14326303e-02
4.12587561e-02	2.08008022e+01	4.08312902e-02
4.17198129e-02	2.04633675e+01	4.03971449e-02
4.21808660e-02	2.01265297e+01	3.99280116e-02
4.26419191e-02	1.98756599e+01	3.95633690e-02
4.31029759e-02	1.96012878e+01	3.91837843e-02
4.35640290e-02	1.93906250e+01	3.88503037e-02
4.40250821e-02	1.92256737e+01	3.85690071e-02
4.44861390e-02	1.90524826e+01	3.82748693e-02
4.49471921e-02	1.89092579e+01	3.80069986e-02
4.54082489e-02	1.88535919e+01	3.78457084e-02
4.58693020e-02	1.87771797e+01	3.76314446e-02
4.63303551e-02	1.87546711e+01	3.75110991e-02
4.67914119e-02	1.87705956e+01	3.74125578e-02
4.72524650e-02	1.88054695e+01	3.73191163e-02
4.77135181e-02	1.88020973e+01	3.71801816e-02
4.81745750e-02	1.88677139e+01	3.71109843e-02
4.86356281e-02	1.89795551e+01	3.64401080e-02
4.90966812e-02	1.91294556e+01	3.58324014e-02
4.95577380e-02	1.92330685e+01	3.54281515e-02
5.00187911e-02	1.93887157e+01	3.51567380e-02
5.04798442e-02	1.95779381e+01	3.54889333e-02
5.09409010e-02	1.97233219e+01	3.59322205e-02
5.14019541e-02	1.99260750e+01	3.61504108e-02
5.18630110e-02	2.01720390e+01	3.63616683e-02
5.23240641e-02	2.05024624e+01	3.66450176e-02
5.27851172e-02	2.08578014e+01	3.68908048e-02
5.32461740e-02	2.12296028e+01	3.71503942e-02
5.37072271e-02	2.15045967e+01	3.72861363e-02
5.41682802e-02	2.18884964e+01	3.75501923e-02
5.46293370e-02	2.23126640e+01	3.78205068e-02
5.50903901e-02	2.27659149e+01	3.81179526e-02
5.55514432e-02	2.30908718e+01	3.82596031e-02
5.60125001e-02	2.34942131e+01	3.79349478e-02
5.64735532e-02	2.38736973e+01	3.74288671e-02
5.69346063e-02	2.44243584e+01	3.73797566e-02
5.73956631e-02	2.48425541e+01	3.72677818e-02
5.78567162e-02	2.54273796e+01	3.73441242e-02
5.83177693e-02	2.58928776e+01	3.73246558e-02
5.87788261e-02	2.63390846e+01	3.73671725e-02
5.92398793e-02	2.68205204e+01	3.73913720e-02
5.97009361e-02	2.73429527e+01	3.73893939e-02
6.01619892e-02	2.79207916e+01	3.74801382e-02
6.06230423e-02	2.83678246e+01	3.74667719e-02
6.10840991e-02	2.89042168e+01	3.74958068e-02
6.15451522e-02	2.95213413e+01	3.75989377e-02
6.20062053e-02	3.00408745e+01	3.76571603e-02
6.24672621e-02	3.04732056e+01	3.76409739e-02
6.29283190e-02	3.10172367e+01	3.77152823e-02
6.33893684e-02	3.14229431e+01	3.77018042e-02
6.38504252e-02	3.18288422e+01	3.76927033e-02
6.43114820e-02	3.23249588e+01	3.78035195e-02
6.47725314e-02	3.26553688e+01	3.77828330e-02
6.52335882e-02	3.30572662e+01	3.78377922e-02
6.56946450e-02	3.35271072e+01	3.79469395e-02
6.61556944e-02	3.38254509e+01	3.78908627e-02
6.66167513e-02	3.41058083e+01	3.78661193e-02
6.70778081e-02	3.44442139e+01	3.78935076e-02
6.75388575e-02	3.46673965e+01	3.78068648e-02
6.79999143e-02	3.48896980e+01	3.77598554e-02
6.84609711e-02	3.49508667e+01	3.76159586e-02
6.89220205e-02	3.50492401e+01	3.74956168e-02
6.93830773e-02	3.51930923e+01	3.74193080e-02
6.98441342e-02	3.52611275e+01	3.72931436e-02
7.03051835e-02	3.52001534e+01	3.71411592e-02
7.07662404e-02	3.51636276e+01	3.70166413e-02
7.12272972e-02	3.50325012e+01	3.68261151e-02
7.16883466e-02	3.49020081e+01	3.66572775e-02
7.21494034e-02	3.47430954e+01	3.64612006e-02
7.26104602e-02	3.45905457e+01	3.62723842e-02
7.30715096e-02	3.43335609e+01	3.60139683e-02
7.35325664e-02	3.40511589e+01	3.57901677e-02
7.39936233e-02	3.36391678e+01	3.54628414e-02
7.44546726e-02	3.31523323e+01	3.50644514e-02
7.49157295e-02	3.27289238e+01	3.47037874e-02
7.53767863e-02	3.23449707e+01	3.43636423e-02
7.58378357e-02	3.18477211e+01	3.39812413e-02
7.62988925e-02	3.11598930e+01	3.34706567e-02
7.67599493e-02	3.06585808e+01	3.30860466e-02
7.72210062e-02	3.01082878e+01	3.26836742e-02
7.76820555e-02	2.94760323e+01	3.22122499e-02
7.81431124e-02	2.88707371e+01	3.17593440e-02
7.86041692e-02	2.82721767e+01	3.13508436e-02
7.90652186e-02	2.75517845e+01	3.08450349e-02
7.95262754e-02	2.67584953e+01	3.02879903e-02
7.99873322e-02	2.60746002e+01	2.98103206e-02
8.04483816e-02	2.52957973e+01	2.92518642e-02
8.09094384e-02	2.46420021e+01	2.87890695e-02
8.13704953e-02	2.39346924e+01	2.82751136e-02
8.18315446e-02	2.31763954e+01	2.77385861e-02
8.22926015e-02	2.23874054e+01	2.71702074e-02
8.27536583e-02	2.16784115e+01	2.66707391e-02
8.32147077e-02	2.09477806e+01	2.61239447e-02
8.36757645e-02	2.02392006e+01	2.56021712e-02
8.41368213e-02	1.94803963e+01	2.50526033e-02
8.45978707e-02	1.87628059e+01	2.45126393e-02
8.50589275e-02	1.80699539e+01	2.39808299e-02
8.55199844e-02	1.73892765e+01	2.34516356e-02
8.59810337e-02	1.67263832e+01	2.29373239e-02
8.64420906e-02	1.60574284e+01	2.24114992e-02
8.69031474e-02	1.54245701e+01	2.19107326e-02
8.73641968e-02	1.47825804e+01	2.13961825e-02
8.78252536e-02	1.42082653e+01	2.09242404e-02
8.82863104e-02	1.36108904e+01	2.04188991e-02
8.87473598e-02	1.30648098e+01	1.99612491e-02
8.92084166e-02	1.25212440e+01	1.94820371e-02
8.96694735e-02	1.20334454e+01	1.90543998e-02
9.01305228e-02	1.15290394e+01	1.86000243e-02
9.05915797e-02	1.10342712e+01	1.81605257e-02
9.10526365e-02	1.05849552e+01	1.77489575e-02
9.15136859e-02	1.01282549e+01	1.73158012e-02
9.19747427e-02	9.71146393e+00	1.69169027e-02
9.24357995e-02	9.33082581e+00	1.65495463e-02
9.28968564e-02	8.91391182e+00	1.61358602e-02
9.33579057e-02	8.53359890e+00	1.57626513e-02
9.38189626e-02	8.18984127e+00	1.53997364e-02
9.42800194e-02	7.87147760e+00	1.50621105e-02
9.47410688e-02	7.57178497e+00	1.47532821e-02
9.52021256e-02	7.26268673e+00	1.44208763e-02
9.56631824e-02	6.97363758e+00	1.40945893e-02
9.61242318e-02	6.71647644e+00	1.37962895e-02
9.65852886e-02	6.45930481e+00	1.35196745e-02
9.70463455e-02	6.20313883e+00	1.32234944e-02
9.75073949e-02	5.98004293e+00	1.29551841e-02
9.79684517e-02	5.76321983e+00	1.26951905e-02
9.84295085e-02	5.54679203e+00	1.24226566e-02
9.88905579e-02	5.34587336e+00	1.21834911e-02
9.93516147e-02	5.13863754e+00	1.19270775e-02
9.98126715e-02	4.97250271e+00	1.17101688e-02
1.00273721e-01	4.82007647e+00	1.15096476e-02
1.00734778e-01	4.64972878e+00	1.12740239e-02
1.01195835e-01	4.51794624e+00	1.11034829e-02
1.01656884e-01	4.37124205e+00	1.08992476e-02
1.02117941e-01	4.25153446e+00	1.07332952e-02
1.02578998e-01	4.09899330e+00	1.05197178e-02
1.03040047e-01	3.98845100e+00	1.03670005e-02
1.03501104e-01	3.86779356e+00	1.01881493e-02
1.03962161e-01	3.74738622e+00	1.00099323e-02
1.04423210e-01	3.64324689e+00	9.85529367e-03
1.04884267e-01	3.55153894e+00	9.71623324e-03
1.05345324e-01	3.46886826e+00	9.58945043e-03
1.05806373e-01	3.36515999e+00	9.42339655e-03
1.06267430e-01	3.27684903e+00	9.28602833e-03
1.06728487e-01	3.21355200e+00	9.19092353e-03
1.07189544e-01	3.14349198e+00	9.07663163e-03
1.07650593e-01	3.06170535e+00	8.94021709e-03
1.08111650e-01	2.99312377e+00	8.82594846e-03
1.08572707e-01	2.92598391e+00	8.71760212e-03
1.09033756e-01	2.84780502e+00	8.58508330e-03
1.09494813e-01	2.77786684e+00	8.46150145e-03
1.09955870e-01	2.72493482e+00	8.36406741e-03
1.10416919e-01	2.68095255e+00	8.28877743e-03
1.10877976e-01	2.62622333e+00	8.18816759e-03
1.11339033e-01	2.57989955e+00	8.10023583e-03
1.11800082e-01	2.51846170e+00	7.98687898e-03
1.12261139e-01	2.47793913e+00	7.91720580e-03
1.12722196e-01	2.44918799e+00	7.85881840e-03
1.13183245e-01	2.39900208e+00	7.75757199e-03
1.13644302e-01	2.34756589e+00	7.66112283e-03
1.14105359e-01	2.30357027e+00	7.58102443e-03
1.14566408e-01	2.25832224e+00	7.49010593e-03
1.15027465e-01	2.22933960e+00	7.42997136e-03
1.15488522e-01	2.18946743e+00	7.35479966e-03
1.15949571e-01	2.15523291e+00	7.28842616e-03
1.16410628e-01	2.12617040e+00	7.22678239e-03
1.16871685e-01	2.09092641e+00	7.15387100e-03
1.17332734e-01	2.06536245e+00	7.09773693e-03
1.17793791e-01	2.04131746e+00	7.04240659e-03
1.18254848e-01	2.00146723e+00	6.96965773e-03
1.18715897e-01	1.96386981e+00	6.89957943e-03
1.19176954e-01	1.93629837e+00	6.83667418e-03
1.19638011e-01	1.91033590e+00	6.77471841e-03
1.20099060e-01	1.89574504e+00	6.73961546e-03
1.20560117e-01	1.87316477e+00	6.69197366e-03
1.21021174e-01	1.83900952e+00	6.61919406e-03
1.21482231e-01	1.81811023e+00	6.57409709e-03
1.21943280e-01	1.79092181e+00	6.51380653e-03
1.22404337e-01	1.76413500e+00	6.45500142e-03
1.22865394e-01	1.74959946e+00	6.42621284e-03
1.23326443e-01	1.73467124e+00	6.39221724e-03
1.23787500e-01	1.69887757e+00	6.31442945e-03
1.24248557e-01	1.68500173e+00	6.28382806e-03
1.24709606e-01	1.65691352e+00	6.20920071e-03
1.25170663e-01	1.65049052e+00	6.19776407e-03
1.25631720e-01	1.62223661e+00	6.13062177e-03
1.26092777e-01	1.60756683e+00	6.09423406e-03
1.26553819e-01	1.59939361e+00	6.07591588e-03
1.27014875e-01	1.56451941e+00	5.99395810e-03
1.27475932e-01	1.54119968e+00	5.94492909e-03
1.27936989e-01	1.52878308e+00	5.91674075e-03
1.28398046e-01	1.52025390e+00	5.89521509e-03
1.28859103e-01	1.49955153e+00	5.84160630e-03
1.29320160e-01	1.48079407e+00	5.79115842e-03
1.29781201e-01	1.47133899e+00	5.76731283e-03
1.30242258e-01	1.45366299e+00	5.72756445e-03
1.30703315e-01	1.43178284e+00	5.67614427e-03
1.31164372e-01	1.42306459e+00	5.65234851e-03
1.31625429e-01	1.41384363e+00	5.62508916e-03
1.32086486e-01	1.39610600e+00	5.58572914e-03
1.32547528e-01	1.37897515e+00	5.54430019e-03
1.33008584e-01	1.36666727e+00	5.50854113e-03
1.33469641e-01	1.35730004e+00	5.48333209e-03
1.33930698e-01	1.34884238e+00	5.46491705e-03
1.34391755e-01	1.32230222e+00	5.40305534e-03
1.34852812e-01	1.31736588e+00	5.38530294e-03
1.35313854e-01	1.30793130e+00	5.35673043e-03
1.35774910e-01	1.28897440e+00	5.30951377e-03
1.36235967e-01	1.28292382e+00	5.29560726e-03
1.36697024e-01	1.26155317e+00	5.24694938e-03
1.37158081e-01	1.24999261e+00	5.21756196e-03
1.37619138e-01	1.23921096e+00	5.18848980e-03
1.38080180e-01	1.23378444e+00	5.17219584e-03
1.38541237e-01	1.21464813e+00	5.12546254e-03
1.39002293e-01	1.21018064e+00	5.11214044e-03
1.39463350e-01	1.19902599e+00	5.07739978e-03
1.39924407e-01	1.18779874e+00	5.05549461e-03
1.40385464e-01	1.17815447e+00	5.02365222e-03
1.40846506e-01	1.17322958e+00	5.00659179e-03
1.41307563e-01	1.16136193e+00	4.98216972e-03
1.41768619e-01	1.14474654e+00	4.93920781e-03
1.42229676e-01	1.13732219e+00	4.91958298e-03
1.42690733e-01	1.13295341e+00	4.90842061e-03
1.43151790e-01	1.11924398e+00	4.87241894e-03
1.43612847e-01	1.11757195e+00	4.86708526e-03
1.44073889e-01	1.10741115e+00	4.83458582e-03
1.44534945e-01	1.09900069e+00	4.81188251e-03
1.44996002e-01	1.09105825e+00	4.79079131e-03
1.45457059e-01	1.07929003e+00	4.75775357e-03
1.45918116e-01	1.06977844e+00	4.73425211e-03
1.46379173e-01	1.06003606e+00	4.70917858e-03
1.46840215e-01	1.05216336e+00	4.68773674e-03
1.47301272e-01	1.04765606e+00	4.67424747e-03
1.47762328e-01	1.03967988e+00	4.65287734e-03
1.48223385e-01	1.03502202e+00	4.63694008e-03
1.48684442e-01	1.02980232e+00	4.62177303e-03
1.49145499e-01	1.01528716e+00	4.58421605e-03
1.49606541e-01	1.01282597e+00	4.57593892e-03
1.50067598e-01	1.00283837e+00	4.55324352e-03
1.50528654e-01	9.92379010e-01	4.52855323e-03
1.50989711e-01	9.89350140e-01	4.51257080e-03
1.51450768e-01	9.85989571e-01	4.50127060e-03
1.51911825e-01	9.74544704e-01	4.46912739e-03
1.52372867e-01	9.76878941e-01	4.47194604e-03
1.52833924e-01	9.74287868e-01	4.46019182e-03
1.53294981e-01	9.65205193e-01	4.43297019e-03
1.53756037e-01	9.52728927e-01	4.40501701e-03
1.54217094e-01	9.45547104e-01	4.38529113e-03
1.54678151e-01	9.49251533e-01	4.39080689e-03
1.55139193e-01	9.36283290e-01	4.34977096e-03
1.55600250e-01	9.35101330e-01	4.34557814e-03
1.56061307e-01	9.25875962e-01	4.32311790e-03
1.56522363e-01	9.22416091e-01	4.31467965e-03
1.56983420e-01	9.17050719e-01	4.29451372e-03
1.57444477e-01	9.21722770e-01	4.30065999e-03
1.57905519e-01	9.08762336e-01	4.26972378e-03
1.58366576e-01	8.96643758e-01	4.23962157e-03
1.58827633e-01	8.91261935e-01	4.22209268e-03
1.59288689e-01	8.89671445e-01	4.21562884e-03
1.59749746e-01	8.85612190e-01	4.20343969e-03
1.60210803e-01	8.80292296e-01	4.18847566e-03
1.60671860e-01	8.75761509e-01	4.17470699e-03
1.61132902e-01	8.68183017e-01	4.15223977e-03
1.61593959e-01	8.68773341e-01	4.14887909e-03
1.62055016e-01	8.68995190e-01	4.14527347e-03
1.62516072e-01	8.61462891e-01	4.12399787e-03
1.62977129e-01	8.56198311e-01	4.10648389e-03
1.63438186e-01	8.47982764e-01	4.07923292e-03
1.63899228e-01	8.54906201e-01	4.09502583e-03
1.64360285e-01	8.46958637e-01	4.06978000e-03
1.64821342e-01	8.38813007e-01	4.05096589e-03
1.65282398e-01	8.34895134e-01	4.03837953e-03
1.65743455e-01	8.36392105e-01	4.03200928e-03
1.66204512e-01	8.31720173e-01	4.01816424e-03
1.66665554e-01	8.27792048e-01	4.00524447e-03
1.67126611e-01	8.29434216e-01	4.00316343e-03
1.67587668e-01	8.23679566e-01	3.98549391e-03
1.68048725e-01	8.17890048e-01	3.96791939e-03
1.68509781e-01	8.15890789e-01	3.95568507e-03
1.68970838e-01	8.14328074e-01	3.94905824e-03
1.69431880e-01	8.04084420e-01	3.92309669e-03
1.69892937e-01	8.02263856e-01	3.91538860e-03
1.70353994e-01	7.97264338e-01	3.90012423e-03
1.70815051e-01	7.91739464e-01	3.88703798e-03
1.71276107e-01	7.88239241e-01	3.87268187e-03
1.71737164e-01	7.89191365e-01	3.87029536e-03
1.72198206e-01	7.84747720e-01	3.85380234e-03
1.72659263e-01	7.90993631e-01	3.86028411e-03
1.73120320e-01	7.90875554e-01	3.85340420e-03
1.73581377e-01	7.81072438e-01	3.82681191e-03
1.74042434e-01	7.77381063e-01	3.81514058e-03
1.74503490e-01	7.70623744e-01	3.79508105e-03
1.74964547e-01	7.71439195e-01	3.79252876e-03
1.75425589e-01	7.72538006e-01	3.78501648e-03
1.75886646e-01	7.72720516e-01	3.78070725e-03
1.76347703e-01	7.64406800e-01	3.75894271e-03
1.76808760e-01	7.61705756e-01	3.74709675e-03
1.77269816e-01	7.61945009e-01	3.74514656e-03
1.77730873e-01	7.51691699e-01	3.71551188e-03
1.78191915e-01	7.56479323e-01	3.72503325e-03
1.78652972e-01	7.55865216e-01	3.71623482e-03
1.79114029e-01	7.49525070e-01	3.69682489e-03
1.79575086e-01	7.44076729e-01	3.67971137e-03
1.80036142e-01	7.42462933e-01	3.67132016e-03
1.80497199e-01	7.41999328e-01	3.66892898e-03
1.80958241e-01	7.40252137e-01	3.65990819e-03
1.81419298e-01	7.37256408e-01	3.65007599e-03
1.81880355e-01	7.34759152e-01	3.64125147e-03
1.82341412e-01	7.33505905e-01	3.63273104e-03
1.82802469e-01	7.31715500e-01	3.62259848e-03
1.83263525e-01	7.32657433e-01	3.62054189e-03
1.83724567e-01	7.24071443e-01	3.59455612e-03
1.84185624e-01	7.24848866e-01	3.59418429e-03
1.84646681e-01	7.20386863e-01	3.57779372e-03
1.85107738e-01	7.22732246e-01	3.58132692e-03
1.85568795e-01	7.14266598e-01	3.55594303e-03
1.86029851e-01	7.11377263e-01	3.54706729e-03
1.86490893e-01	7.13159204e-01	3.54728429e-03
1.86951950e-01	7.08192289e-01	3.53295286e-03
1.87413007e-01	7.04921603e-01	3.52003495e-03
1.87874064e-01	7.05359936e-01	3.51829012e-03
1.88335121e-01	7.05989957e-01	3.51232220e-03
1.88796178e-01	6.99413121e-01	3.49196536e-03
1.89257234e-01	7.02110171e-01	3.49801173e-03
1.89718276e-01	6.99928522e-01	3.48544912e-03
1.90179333e-01	6.99109554e-01	3.48279695e-03
1.90640390e-01	6.94430411e-01	3.46726319e-03
1.91101447e-01	6.92976832e-01	3.45986150e-03
1.91562504e-01	6.86497808e-01	3.43749672e-03
1.92023560e-01	6.88698709e-01	3.44027905e-03
1.92484602e-01	6.84410751e-01	3.42859281e-03
1.92945659e-01	6.83772445e-01	3.42316693e-03
1.93406716e-01	6.80319607e-01	3.40849347e-03
1.93867773e-01	6.79385781e-01	3.40525992e-03
1.94328830e-01	6.80243075e-01	3.40199354e-03
1.94789886e-01	6.76217139e-01	3.39242816e-03
1.95250928e-01	6.74266994e-01	3.38671496e-03
1.95711985e-01	6.72588766e-01	3.37558729e-03
1.96173042e-01	6.72245026e-01	3.37132555e-03
1.96634099e-01	6.69543207e-01	3.35958553e-03
1.97095156e-01	6.67184591e-01	3.35593568e-03
1.97556213e-01	6.59350097e-01	3.33346846e-03
1.98017254e-01	6.56785786e-01	3.32227862e-03
1.98478311e-01	6.59998596e-01	3.32872337e-03
1.98939368e-01	6.54267669e-01	3.30978702e-03
1.99400425e-01	6.55501366e-01	3.31154512e-03
1.99861482e-01	6.55189276e-01	3.30726127e-03
2.00322539e-01	6.53048337e-01	3.29764234e-03
2.00783581e-01	6.55029953e-01	3.29711474e-03
2.01244637e-01	6.52891219e-01	3.29119596e-03
2.01705694e-01	6.47004962e-01	3.27550014e-03
2.02166751e-01	6.47285104e-01	3.27282702e-03
2.02627808e-01	6.40834332e-01	3.25527415e-03
2.03088865e-01	6.40271604e-01	3.25237657e-03
2.03549922e-01	6.38441145e-01	3.24220513e-03
2.04010963e-01	6.39447689e-01	3.24150291e-03
2.04472020e-01	6.35972619e-01	3.23267793e-03
2.04933077e-01	6.33135200e-01	3.22406925e-03
2.05394134e-01	6.32406414e-01	3.21848644e-03
2.05855191e-01	6.31444693e-01	3.21213529e-03
2.06316248e-01	6.37560785e-01	3.22439848e-03
2.06777290e-01	6.33415222e-01	3.21143190e-03
2.07238346e-01	6.26432538e-01	3.21230409e-03
2.07699403e-01	6.23831928e-01	3.23035009e-03
2.08160460e-01	6.22497618e-01	3.23844096e-03
2.08621517e-01	6.20858014e-01	3.24410526e-03
2.09082574e-01	6.20274305e-01	3.25003755e-03
2.09543616e-01	6.12675428e-01	3.23919090e-03
2.10004672e-01	6.17129922e-01	3.25790094e-03
2.10465729e-01	6.10822678e-01	3.24420398e-03
2.10926786e-01	6.08841240e-01	3.24633392e-03
2.11387843e-01	6.09223068e-01	3.25123291e-03
2.11848900e-01	6.09916151e-01	3.25438799e-03
2.12309942e-01	6.07061744e-01	3.25031066e-03
2.12770998e-01	6.05275631e-01	3.24936840e-03
2.13232055e-01	6.05536461e-01	3.25328251e-03
2.13693112e-01	6.02768183e-01	3.24826129e-03
2.14154169e-01	6.02308631e-01	3.24721192e-03
2.14615226e-01	5.99404395e-01	3.23765399e-03
2.15076268e-01	5.95494986e-01	3.23226792e-03
2.15537325e-01	5.89214146e-01	3.22204968e-03
2.15998381e-01	5.93376040e-01	3.23260901e-03
2.16459438e-01	5.91455877e-01	3.22527136e-03
2.16920495e-01	5.93078792e-01	3.23188538e-03
2.17381552e-01	5.87850034e-01	3.22153536e-03
2.17842609e-01	5.85249841e-01	3.21858330e-03
2.18303651e-01	5.82710326e-01	3.21449852e-03
2.18764707e-01	5.79194665e-01	3.20555875e-03
2.19225764e-01	5.84626913e-01	3.22123361e-03
2.19686821e-01	5.79468846e-01	3.20968917e-03
2.20147878e-01	5.75636387e-01	3.20150657e-03
2.20608935e-01	5.75802684e-01	3.20157362e-03
2.21069977e-01	5.74241817e-01	3.19899130e-03
2.21531034e-01	5.79176426e-01	3.21286405e-03
2.21992090e-01	5.70674598e-01	3.19095701e-03
2.22453147e-01	5.69431245e-01	3.19042173e-03
2.22914204e-01	5.66626906e-01	3.18343565e-03
2.23375261e-01	5.64658403e-01	3.17965215e-03
2.23836303e-01	5.64117968e-01	3.17983562e-03
2.24297360e-01	5.58526158e-01	3.16579640e-03
2.24758416e-01	5.59990942e-01	3.15868226e-03
2.25219473e-01	5.63315272e-01	3.14350845e-03
2.25680530e-01	5.57564974e-01	3.11063579e-03
2.26141587e-01	5.59357941e-01	3.10226763e-03
2.26602629e-01	5.58034599e-01	3.08883516e-03
2.27063686e-01	5.54968119e-01	3.07843648e-03
2.27524742e-01	5.49055815e-01	3.05660022e-03
2.27985799e-01	5.49013495e-01	3.04816943e-03
2.28446856e-01	5.43548822e-01	3.02956137e-03
2.28907913e-01	5.40488005e-01	3.01649282e-03
2.29368955e-01	5.43604434e-01	3.01978411e-03
2.29830012e-01	5.40161490e-01	3.00434791e-03
2.30291069e-01	5.38242519e-01	2.99676624e-03
2.30752125e-01	5.37139773e-01	2.99026445e-03
2.31213182e-01	5.30481100e-01	2.97186989e-03
2.31674239e-01	5.32525241e-01	2.97655421e-03
2.32135296e-01	5.27091265e-01	2.95678410e-03
2.32596338e-01	5.25706887e-01	2.94898520e-03
2.33057395e-01	5.26322186e-01	2.94626900e-03
2.33518451e-01	5.22629797e-01	2.93366285e-03
2.33979508e-01	5.20641148e-01	2.92417104e-03
2.34440565e-01	5.22775292e-01	2.92345788e-03
2.34901622e-01	5.23456633e-01	2.92083761e-03
2.35362664e-01	5.16206741e-01	2.90024164e-03
2.35823721e-01	5.15919209e-01	2.89655593e-03
2.36284778e-01	5.14413416e-01	2.88876798e-03
2.36745834e-01	5.10979474e-01	2.87693832e-03
2.37206891e-01	5.10633111e-01	2.87239603e-03
2.37667948e-01	5.08811295e-01	2.86387466e-03
2.38128990e-01	5.08569539e-01	2.85946717e-03
2.38590047e-01	5.07627010e-01	2.85381544e-03
2.39051104e-01	5.06886363e-01	2.84865336e-03
2.39512160e-01	5.06706834e-01	2.84346519e-03
2.39973217e-01	5.01741767e-01	2.82823411e-03
2.40434274e-01	4.97014999e-01	2.81536905e-03
2.40895316e-01	4.97895718e-01	2.81379954e-03
2.41356373e-01	4.97680277e-01	2.81189429e-03
2.41817430e-01	4.93039280e-01	2.79897358e-03
2.42278486e-01	4.90254790e-01	2.78908247e-03
2.42739543e-01	4.88970220e-01	2.78100441e-03
