q[nm-1]	I(q)[sr-1]_Rocca_10m_eiger2_00012_00_00001_av_ave.h5_00001_[NS12_25C]_trm=0.861327	error
6.01619892e-02	4.58131332e+01	4.77687493e-02
6.06230423e-02	4.32438240e+01	4.60484251e-02
6.10840991e-02	4.06167374e+01	4.42698672e-02
6.15451522e-02	3.81965714e+01	4.26276550e-02
6.20062053e-02	3.58654594e+01	4.10017595e-02
6.24672621e-02	3.37049332e+01	3.94765027e-02
6.29283190e-02	3.15673618e+01	3.79155651e-02
6.33893684e-02	2.96214085e+01	3.65104228e-02
6.38504252e-02	2.77419319e+01	3.51080410e-02
6.43114820e-02	2.60153103e+01	3.38345170e-02
6.47725314e-02	2.43557892e+01	3.25770862e-02
6.52335882e-02	2.28900070e+01	3.14490609e-02
6.56946450e-02	2.15310993e+01	3.03794798e-02
6.61556944e-02	2.01387825e+01	2.92088930e-02
6.66167513e-02	1.89111290e+01	2.81896386e-02
6.70778081e-02	1.78092403e+01	2.72403210e-02
6.75388575e-02	1.68565826e+01	2.63975449e-02
6.79999143e-02	1.58694429e+01	2.54971720e-02
6.84609711e-02	1.49225178e+01	2.46017836e-02
6.89220205e-02	1.40971527e+01	2.38287486e-02
6.93830773e-02	1.33173952e+01	2.30737459e-02
6.98441342e-02	1.26149130e+01	2.23637410e-02
7.03051835e-02	1.19623833e+01	2.17226278e-02
7.07662404e-02	1.13722973e+01	2.11361013e-02
7.12272972e-02	1.08397770e+01	2.05779057e-02
7.16883466e-02	1.03325319e+01	2.00291909e-02
7.21494034e-02	9.83821678e+00	1.94988437e-02
7.26104602e-02	9.39569664e+00	1.90126915e-02
7.30715096e-02	8.98117828e+00	1.85481794e-02
7.35325664e-02	8.59548759e+00	1.81144644e-02
7.39936233e-02	8.20930195e+00	1.76372044e-02
7.44546726e-02	7.88477182e+00	1.72401927e-02
7.49157295e-02	7.57939625e+00	1.68442093e-02
7.53767863e-02	7.30802822e+00	1.64840762e-02
7.58378357e-02	7.04630280e+00	1.61424018e-02
7.62988925e-02	6.80049753e+00	1.58055555e-02
7.67599493e-02	6.57474279e+00	1.54881924e-02
7.72210062e-02	6.38674831e+00	1.52308345e-02
7.76820555e-02	6.16993093e+00	1.49240028e-02
7.81431124e-02	5.93028164e+00	1.45715969e-02
7.86041692e-02	5.75537825e+00	1.43262390e-02
7.90652186e-02	5.55906534e+00	1.40392082e-02
7.95262754e-02	5.41793156e+00	1.38277812e-02
7.99873322e-02	5.27523375e+00	1.36015117e-02
8.04483816e-02	5.13241434e+00	1.33702876e-02
8.09094384e-02	5.00855303e+00	1.31811649e-02
8.13704953e-02	4.85448122e+00	1.29329087e-02
8.18315446e-02	4.75842333e+00	1.27719548e-02
8.22926015e-02	4.64558840e+00	1.25820115e-02
8.27536583e-02	4.53540945e+00	1.24039138e-02
8.32147077e-02	4.44815731e+00	1.22548398e-02
8.36757645e-02	4.33778381e+00	1.20630935e-02
8.41368213e-02	4.24133778e+00	1.18954275e-02
8.45978707e-02	4.16811275e+00	1.17610712e-02
8.50589275e-02	4.07700634e+00	1.16014034e-02
8.55199844e-02	4.01515675e+00	1.14878807e-02
8.59810337e-02	3.94680643e+00	1.13595594e-02
8.64420906e-02	3.86271739e+00	1.12023298e-02
8.69031474e-02	3.81486130e+00	1.11127580e-02
8.73641968e-02	3.74198651e+00	1.09718814e-02
8.78252536e-02	3.69363523e+00	1.08713917e-02
8.82863104e-02	3.63606572e+00	1.07583972e-02
8.87473598e-02	3.59489751e+00	1.06784729e-02
8.92084166e-02	3.53249025e+00	1.05487434e-02
8.96694735e-02	3.49583626e+00	1.04805212e-02
9.01305228e-02	3.44397211e+00	1.03721935e-02
9.05915797e-02	3.38208127e+00	1.02416789e-02
9.10526365e-02	3.36798286e+00	1.02069946e-02
9.15136859e-02	3.32899165e+00	1.01249516e-02
9.19747427e-02	3.27540350e+00	1.00147892e-02
9.24357995e-02	3.23247480e+00	9.91910603e-03
9.28968564e-02	3.22926521e+00	9.90544725e-03
9.33579057e-02	3.17556763e+00	9.77885071e-03
9.38189626e-02	3.16321254e+00	9.75488592e-03
9.42800194e-02	3.12149549e+00	9.65996273e-03
9.47410688e-02	3.10551476e+00	9.61418636e-03
9.52021256e-02	3.07685137e+00	9.55259614e-03
9.56631824e-02	3.06743288e+00	9.51871928e-03
9.61242318e-02	3.03273010e+00	9.43512190e-03
9.65852886e-02	3.01864195e+00	9.39725898e-03
9.70463455e-02	2.99956083e+00	9.34803672e-03
9.75073949e-02	2.97037458e+00	9.27639566e-03
9.79684517e-02	2.95246434e+00	9.22640506e-03
9.84295085e-02	2.93695760e+00	9.17780586e-03
9.88905579e-02	2.91901588e+00	9.13611054e-03
9.93516147e-02	2.89049363e+00	9.07203276e-03
9.98126715e-02	2.84898782e+00	8.97660479e-03
1.00273721e-01	2.82762671e+00	8.93006474e-03
1.00734778e-01	2.81296349e+00	8.88568908e-03
1.01195835e-01	2.79570889e+00	8.83674156e-03
1.01656884e-01	2.77187943e+00	8.78115743e-03
1.02117941e-01	2.73400569e+00	8.70431308e-03
1.02578998e-01	2.68935752e+00	8.61363672e-03
1.03040047e-01	2.67274189e+00	8.58059339e-03
1.03501104e-01	2.64342976e+00	8.51137377e-03
1.03962161e-01	2.62729788e+00	8.46513547e-03
1.04423210e-01	2.59431028e+00	8.39753728e-03
1.04884267e-01	2.55253458e+00	8.31058621e-03
1.05345324e-01	2.55238366e+00	8.29789881e-03
1.05806373e-01	2.51538467e+00	8.21502414e-03
1.06267430e-01	2.48202562e+00	8.14406294e-03
1.06728487e-01	2.46700263e+00	8.10727477e-03
1.07189544e-01	2.43843222e+00	8.04286264e-03
1.07650593e-01	2.40077066e+00	7.96435494e-03
1.08111650e-01	2.36947083e+00	7.89966062e-03
1.08572707e-01	2.35026240e+00	7.85487797e-03
1.09033756e-01	2.31927729e+00	7.78938318e-03
1.09494813e-01	2.29388905e+00	7.73299113e-03
1.09955870e-01	2.25277376e+00	7.64719909e-03
1.10416919e-01	2.21906281e+00	7.57784769e-03
1.10877976e-01	2.20746851e+00	7.53908698e-03
1.11339033e-01	2.18254995e+00	7.48073449e-03
1.11800082e-01	2.15406799e+00	7.41847511e-03
1.12261139e-01	2.14246702e+00	7.38868397e-03
1.12722196e-01	2.11382890e+00	7.32020056e-03
1.13183245e-01	2.08575130e+00	7.26310769e-03
1.13644302e-01	2.04165196e+00	7.17136124e-03
1.14105359e-01	2.03025723e+00	7.14146858e-03
1.14566408e-01	2.00574422e+00	7.07992679e-03
1.15027465e-01	1.99219537e+00	7.04773422e-03
1.15488522e-01	1.97495389e+00	7.00390944e-03
1.15949571e-01	1.95285070e+00	6.94929808e-03
1.16410628e-01	1.93005276e+00	6.89178240e-03
1.16871685e-01	1.92675138e+00	6.87557226e-03
1.17332734e-01	1.89403951e+00	6.80522714e-03
1.17793791e-01	1.86874747e+00	6.75339159e-03
1.18254848e-01	1.85259759e+00	6.70758868e-03
1.18715897e-01	1.82495725e+00	6.64901268e-03
1.19176954e-01	1.80021346e+00	6.59870263e-03
1.19638011e-01	1.78645253e+00	6.55754050e-03
1.20099060e-01	1.77519643e+00	6.52914215e-03
1.20560117e-01	1.75692046e+00	6.48293924e-03
1.21021174e-01	1.74376130e+00	6.44299993e-03
1.21482231e-01	1.73333740e+00	6.41764468e-03
1.21943280e-01	1.71099699e+00	6.36567920e-03
1.22404337e-01	1.68988991e+00	6.31648814e-03
1.22865394e-01	1.67458570e+00	6.27880450e-03
1.23326443e-01	1.67095065e+00	6.26537483e-03
1.23787500e-01	1.65146065e+00	6.21683896e-03
1.24248557e-01	1.64006174e+00	6.18200470e-03
1.24709606e-01	1.63798451e+00	6.16844278e-03
1.25170663e-01	1.61329973e+00	6.10647537e-03
1.25631720e-01	1.60969794e+00	6.09763712e-03
1.26092777e-01	1.58881533e+00	6.03935448e-03
1.26553819e-01	1.59129286e+00	6.03756541e-03
1.27014875e-01	1.58008134e+00	6.00658963e-03
1.27475932e-01	1.55789208e+00	5.95177431e-03
1.27936989e-01	1.54772425e+00	5.92969870e-03
1.28398046e-01	1.54440618e+00	5.91336936e-03
1.28859103e-01	1.53770828e+00	5.88868372e-03
1.29320160e-01	1.51114368e+00	5.82682295e-03
1.29781201e-01	1.50681651e+00	5.80972526e-03
1.30242258e-01	1.50091529e+00	5.78450039e-03
1.30703315e-01	1.49372506e+00	5.76510839e-03
1.31164372e-01	1.48009813e+00	5.73080778e-03
1.31625429e-01	1.46798420e+00	5.69680706e-03
1.32086486e-01	1.46807373e+00	5.68909943e-03
1.32547528e-01	1.45258737e+00	5.65303816e-03
1.33008584e-01	1.43812370e+00	5.61430212e-03
1.33469641e-01	1.43274665e+00	5.59393363e-03
1.33930698e-01	1.42482126e+00	5.57040423e-03
1.34391755e-01	1.42280161e+00	5.56394411e-03
1.34852812e-01	1.40331876e+00	5.51040564e-03
1.35313854e-01	1.39956617e+00	5.49300015e-03
1.35774910e-01	1.39110970e+00	5.47164306e-03
1.36235967e-01	1.38046324e+00	5.44394646e-03
1.36697024e-01	1.37606752e+00	5.42899827e-03
1.37158081e-01	1.37101555e+00	5.40577713e-03
1.37619138e-01	1.36446071e+00	5.38222119e-03
1.38080180e-01	1.36022115e+00	5.37005439e-03
1.38541237e-01	1.35795915e+00	5.36393747e-03
1.39002293e-01	1.35290718e+00	5.34178410e-03
1.39463350e-01	1.34046197e+00	5.30526834e-03
1.39924407e-01	1.32987857e+00	5.28084859e-03
1.40385464e-01	1.33117509e+00	5.27976919e-03
1.40846506e-01	1.31677687e+00	5.24034817e-03
1.41307563e-01	1.31547034e+00	5.23109036e-03
1.41768619e-01	1.31247663e+00	5.21502364e-03
1.42229676e-01	1.30722141e+00	5.20302821e-03
1.42690733e-01	1.28569758e+00	5.15027763e-03
1.43151790e-01	1.28333020e+00	5.14222030e-03
1.43612847e-01	1.28344274e+00	5.13427937e-03
1.44073889e-01	1.28750670e+00	5.13113523e-03
1.44534945e-01	1.28108907e+00	5.10797603e-03
1.44996002e-01	1.27578914e+00	5.09618269e-03
1.45457059e-01	1.25941706e+00	5.05406456e-03
1.45918116e-01	1.26206636e+00	5.05558448e-03
1.46379173e-01	1.25050044e+00	5.02707530e-03
1.46840215e-01	1.24376798e+00	5.01025654e-03
1.47301272e-01	1.24154222e+00	4.99772793e-03
1.47762328e-01	1.23197436e+00	4.97248163e-03
1.48223385e-01	1.22363734e+00	4.95038601e-03
1.48684442e-01	1.22739732e+00	4.95144678e-03
1.49145499e-01	1.22947443e+00	4.94564883e-03
1.49606541e-01	1.22732091e+00	4.93712164e-03
1.50067598e-01	1.21770668e+00	4.91355313e-03
1.50528654e-01	1.21060181e+00	4.89361491e-03
1.50989711e-01	1.20504034e+00	4.87701315e-03
1.51450768e-01	1.19951177e+00	4.86090267e-03
1.51911825e-01	1.18868911e+00	4.83270222e-03
1.52372867e-01	1.18580544e+00	4.82074963e-03
1.52833924e-01	1.18197286e+00	4.80853440e-03
1.53294981e-01	1.17339456e+00	4.78650024e-03
1.53756037e-01	1.17692780e+00	4.78477404e-03
1.54217094e-01	1.18019056e+00	4.78571700e-03
1.54678151e-01	1.16609097e+00	4.75270255e-03
1.55139193e-01	1.16870773e+00	4.75449208e-03
1.55600250e-01	1.16572034e+00	4.73812269e-03
1.56061307e-01	1.16198826e+00	4.72765230e-03
1.56522363e-01	1.15611029e+00	4.71190084e-03
1.56983420e-01	1.15037823e+00	4.69699502e-03
1.57444477e-01	1.13391948e+00	4.65613417e-03
1.57905519e-01	1.13176978e+00	4.64942912e-03
1.58366576e-01	1.12724900e+00	4.63688141e-03
1.58827633e-01	1.12817407e+00	4.63157985e-03
1.59288689e-01	1.13045478e+00	4.62823594e-03
1.59749746e-01	1.12690854e+00	4.61662607e-03
1.60210803e-01	1.11781788e+00	4.59628971e-03
1.60671860e-01	1.11201131e+00	4.58184956e-03
1.61132902e-01	1.10792351e+00	4.56770603e-03
1.61593959e-01	1.09971118e+00	4.54403413e-03
1.62055016e-01	1.10547614e+00	4.54988424e-03
1.62516072e-01	1.09758830e+00	4.52566985e-03
1.62977129e-01	1.09333742e+00	4.51428164e-03
1.63438186e-01	1.08703768e+00	4.49415203e-03
1.63899228e-01	1.08586550e+00	4.48644254e-03
1.64360285e-01	1.08721411e+00	4.48618922e-03
1.64821342e-01	1.07513893e+00	4.45661927e-03
1.65282398e-01	1.07023358e+00	4.44005011e-03
1.65743455e-01	1.07956874e+00	4.45481483e-03
1.66204512e-01	1.06230259e+00	4.41451557e-03
1.66665554e-01	1.05667794e+00	4.39954968e-03
1.67126611e-01	1.05644846e+00	4.39316686e-03
1.67587668e-01	1.05578053e+00	4.38571069e-03
1.68048725e-01	1.05351424e+00	4.37523099e-03
1.68509781e-01	1.05117309e+00	4.36543161e-03
1.68970838e-01	1.04833031e+00	4.35270974e-03
1.69431880e-01	1.04053235e+00	4.33086138e-03
1.69892937e-01	1.04782414e+00	4.34236135e-03
1.70353994e-01	1.04390013e+00	4.32666298e-03
1.70815051e-01	1.03780401e+00	4.31242445e-03
1.71276107e-01	1.02993464e+00	4.29005455e-03
1.71737164e-01	1.02923989e+00	4.28327452e-03
1.72198206e-01	1.02414501e+00	4.26877243e-03
1.72659263e-01	1.01066017e+00	4.23585530e-03
1.73120320e-01	1.01246572e+00	4.23845369e-03
1.73581377e-01	1.00764370e+00	4.21624631e-03
1.74042434e-01	1.01448560e+00	4.22476744e-03
1.74503490e-01	1.00310385e+00	4.19538002e-03
1.74964547e-01	9.99194324e-01	4.18485282e-03
1.75425589e-01	9.91741002e-01	4.16125637e-03
1.75886646e-01	9.92860496e-01	4.15999908e-03
1.76347703e-01	9.90424454e-01	4.14857920e-03
1.76808760e-01	9.85628605e-01	4.13323240e-03
1.77269816e-01	9.81750190e-01	4.11766768e-03
1.77730873e-01	9.85765278e-01	4.12295666e-03
1.78191915e-01	9.78844166e-01	4.10375791e-03
1.78652972e-01	9.74783599e-01	4.08911658e-03
1.79114029e-01	9.74292397e-01	4.08694427e-03
1.79575086e-01	9.66632009e-01	4.06846963e-03
1.80036142e-01	9.57263768e-01	4.04184591e-03
1.80497199e-01	9.61172581e-01	4.04581334e-03
1.80958241e-01	9.51121807e-01	4.01907321e-03
1.81419298e-01	9.59899247e-01	4.03203396e-03
1.81880355e-01	9.55933392e-01	4.01501916e-03
1.82341412e-01	9.47410941e-01	4.00071358e-03
1.82802469e-01	9.40105736e-01	3.97732574e-03
1.83263525e-01	9.40062702e-01	3.97313153e-03
1.83724567e-01	9.35434937e-01	3.95982387e-03
1.84185624e-01	9.34861660e-01	3.95551464e-03
1.84646681e-01	9.33271110e-01	3.94981354e-03
1.85107738e-01	9.23625112e-01	3.92268132e-03
1.85568795e-01	9.22920704e-01	3.91885545e-03
1.86029851e-01	9.17591691e-01	3.90134193e-03
1.86490893e-01	9.16285634e-01	3.89434537e-03
1.86951950e-01	9.11222637e-01	3.88097716e-03
1.87413007e-01	9.11367238e-01	3.87667376e-03
1.87874064e-01	9.08326268e-01	3.86404875e-03
1.88335121e-01	9.08276558e-01	3.85771366e-03
1.88796178e-01	9.05904174e-01	3.85065679e-03
1.89257234e-01	8.95251572e-01	3.82316252e-03
1.89718276e-01	8.97744000e-01	3.82260862e-03
1.90179333e-01	8.93717885e-01	3.81049281e-03
1.90640390e-01	8.90518546e-01	3.80207272e-03
1.91101447e-01	8.86603475e-01	3.78869148e-03
1.91562504e-01	8.85262012e-01	3.78203881e-03
1.92023560e-01	8.81623089e-01	3.76891019e-03
1.92484602e-01	8.75110805e-01	3.75180808e-03
1.92945659e-01	8.74181390e-01	3.74881621e-03
1.93406716e-01	8.74830842e-01	3.74560314e-03
1.93867773e-01	8.68984103e-01	3.72740999e-03
1.94328830e-01	8.67946625e-01	3.72176501e-03
1.94789886e-01	8.68091285e-01	3.71964276e-03
1.95250928e-01	8.64241719e-01	3.70615674e-03
1.95711985e-01	8.63172889e-01	3.70013295e-03
1.96173042e-01	8.55951667e-01	3.68344155e-03
1.96634099e-01	8.49338889e-01	3.66590172e-03
1.97095156e-01	8.50919545e-01	3.66841024e-03
1.97556213e-01	8.45475674e-01	3.65268695e-03
1.98017254e-01	8.42587471e-01	3.64125217e-03
1.98478311e-01	8.45492244e-01	3.64680169e-03
1.98939368e-01	8.43220830e-01	3.63488263e-03
1.99400425e-01	8.38953316e-01	3.62374075e-03
1.99861482e-01	8.34471881e-01	3.61412694e-03
2.00322539e-01	8.26590061e-01	3.59211932e-03
2.00783581e-01	8.21696460e-01	3.57622979e-03
2.01244637e-01	8.25942338e-01	3.58509202e-03
2.01705694e-01	8.20020080e-01	3.56893055e-03
2.02166751e-01	8.16355228e-01	3.55868042e-03
2.02627808e-01	8.11375499e-01	3.54701537e-03
2.03088865e-01	8.10026824e-01	3.54241650e-03
2.03549922e-01	8.08931649e-01	3.53614497e-03
2.04010963e-01	8.07117164e-01	3.52740427e-03
2.04472020e-01	8.06050122e-01	3.52120167e-03
2.04933077e-01	8.03147912e-01	3.51181207e-03
2.05394134e-01	8.00522208e-01	3.50399432e-03
2.05855191e-01	7.93793797e-01	3.48710571e-03
2.06316248e-01	7.94828057e-01	3.48723261e-03
2.06777290e-01	7.95919776e-01	3.48679046e-03
2.07238346e-01	7.89893329e-01	3.49443546e-03
2.07699403e-01	7.82526135e-01	3.50154634e-03
2.08160460e-01	7.84401774e-01	3.51808034e-03
2.08621517e-01	7.79890835e-01	3.52201564e-03
2.09082574e-01	7.75962949e-01	3.52004776e-03
2.09543616e-01	7.73732543e-01	3.52414255e-03
2.10004672e-01	7.72924781e-01	3.52901733e-03
2.10465729e-01	7.73120761e-01	3.53397499e-03
2.10926786e-01	7.69266367e-01	3.53112118e-03
2.11387843e-01	7.66405523e-01	3.52933584e-03
2.11848900e-01	7.63154507e-01	3.52578098e-03
2.12309942e-01	7.63724685e-01	3.53077007e-03
2.12770998e-01	7.56922305e-01	3.52087803e-03
2.13232055e-01	7.56883502e-01	3.52217630e-03
2.13693112e-01	7.56840169e-01	3.51803144e-03
2.14154169e-01	7.52118945e-01	3.51013476e-03
2.14615226e-01	7.50691235e-01	3.50684253e-03
2.15076268e-01	7.51431584e-01	3.51220183e-03
2.15537325e-01	7.46252120e-01	3.50317103e-03
2.15998381e-01	7.42594838e-01	3.49377701e-03
2.16459438e-01	7.39123762e-01	3.49252997e-03
2.16920495e-01	7.29250073e-01	3.47245601e-03
2.17381552e-01	7.31062293e-01	3.47762671e-03
2.17842609e-01	7.24890351e-01	3.46719590e-03
2.18303651e-01	7.23514020e-01	3.46831977e-03
2.18764707e-01	7.17734814e-01	3.45421070e-03
2.19225764e-01	7.18609214e-01	3.45909339e-03
2.19686821e-01	7.15571463e-01	3.45122698e-03
2.20147878e-01	7.18479037e-01	3.45949829e-03
2.20608935e-01	7.17201889e-01	3.45604564e-03
2.21069977e-01	7.11889148e-01	3.45057738e-03
2.21531034e-01	7.07637310e-01	3.44201550e-03
2.21992090e-01	7.04622388e-01	3.43444874e-03
2.22453147e-01	6.97720349e-01	3.42239882e-03
2.22914204e-01	6.97694898e-01	3.42192687e-03
2.23375261e-01	6.97063267e-01	3.42268986e-03
2.23836303e-01	6.90135598e-01	3.41016380e-03
2.24297360e-01	6.91683352e-01	3.41185252e-03
2.24758416e-01	6.91935182e-01	3.40026058e-03
2.25219473e-01	6.87707484e-01	3.36427614e-03
2.25680530e-01	6.87495589e-01	3.34789464e-03
2.26141587e-01	6.83622897e-01	3.32607259e-03
2.26602629e-01	6.79766655e-01	3.30789457e-03
2.27063686e-01	6.76195264e-01	3.29168397e-03
2.27524742e-01	6.76718593e-01	3.28620407e-03
2.27985799e-01	6.77136660e-01	3.27887083e-03
2.28446856e-01	6.72925353e-01	3.26296175e-03
2.28907913e-01	6.66365504e-01	3.24215041e-03
2.29368955e-01	6.60693526e-01	3.22316447e-03
2.29830012e-01	6.60343111e-01	3.21891718e-03
2.30291069e-01	6.59196198e-01	3.20791779e-03
2.30752125e-01	6.59300268e-01	3.20452778e-03
2.31213182e-01	6.54937387e-01	3.19383177e-03
2.31674239e-01	6.52783930e-01	3.18610738e-03
2.32135296e-01	6.47854865e-01	3.17299971e-03
2.32596338e-01	6.45516992e-01	3.16045247e-03
2.33057395e-01	6.44998431e-01	3.15492158e-03
2.33518451e-01	6.40344262e-01	3.14322161e-03
2.33979508e-01	6.36973858e-01	3.12930578e-03
2.34440565e-01	6.35148466e-01	3.12180654e-03
2.34901622e-01	6.30571485e-01	3.10547673e-03
2.35362664e-01	6.32131755e-01	3.10591026e-03
2.35823721e-01	6.31196618e-01	3.10211326e-03
2.36284778e-01	6.24880731e-01	3.08223022e-03
2.36745834e-01	6.18921280e-01	3.06349760e-03
2.37206891e-01	6.19165540e-01	3.06390156e-03
2.37667948e-01	6.14438176e-01	3.05068190e-03
2.38128990e-01	6.13549173e-01	3.04281153e-03
2.38590047e-01	6.15163207e-01	3.04119266e-03
2.39051104e-01	6.08372450e-01	3.02293082e-03
2.39512160e-01	6.09379470e-01	3.02459253e-03
2.39973217e-01	6.01966500e-01	3.00100213e-03
2.40434274e-01	5.99566758e-01	2.99658021e-03
2.40895316e-01	5.96704245e-01	2.98494915e-03
2.41356373e-01	5.98310649e-01	2.98641692e-03
2.41817430e-01	5.90678513e-01	2.96667591e-03
2.42278486e-01	5.87513208e-01	2.95621809e-03
2.42739543e-01	5.85507989e-01	2.94880848e-03
