q[nm-1]	I(q)[sr-1]_Rocca_10m_eiger2_00010_00_00001_av_ave.h5_00001_[NS10_25C]_trm=0.871692	error
3.06545049e-02	7.28011703e+01	7.66497478e-02
3.11155599e-02	6.93392563e+01	7.59090856e-02
3.15766148e-02	6.52691040e+01	7.40097687e-02
3.20376679e-02	6.22866325e+01	7.25227222e-02
3.24987248e-02	5.94846420e+01	7.09786713e-02
3.29597779e-02	5.66568985e+01	6.93035275e-02
3.34208310e-02	5.42461739e+01	6.77675456e-02
3.38818878e-02	5.20607910e+01	6.62788078e-02
3.43429409e-02	4.99307632e+01	6.48188516e-02
3.48039940e-02	4.82183228e+01	6.36645406e-02
3.52650508e-02	4.66908340e+01	6.25533536e-02
3.57261039e-02	4.54169083e+01	6.15428798e-02
3.61871570e-02	4.45339088e+01	6.08376563e-02
3.66482139e-02	4.41467133e+01	6.04037941e-02
3.71092670e-02	4.41767921e+01	6.02865294e-02
3.75703238e-02	4.47368393e+01	6.05358183e-02
3.80313769e-02	4.65659103e+01	6.16214797e-02
3.84924300e-02	4.99437790e+01	6.35904372e-02
3.89534868e-02	5.54369011e+01	6.68554679e-02
3.94145399e-02	6.27090645e+01	7.07875043e-02
3.98755930e-02	7.31491089e+01	7.63036311e-02
4.03366499e-02	8.33603745e+01	8.13306570e-02
4.07977030e-02	9.00022202e+01	8.43153447e-02
4.12587561e-02	9.21531601e+01	8.49588439e-02
4.17198129e-02	8.94387512e+01	8.33631605e-02
4.21808660e-02	8.39580231e+01	8.05354863e-02
4.26419191e-02	7.74094620e+01	7.70565867e-02
4.31029759e-02	7.10255051e+01	7.36452565e-02
4.35640290e-02	6.44420013e+01	6.99148625e-02
4.40250821e-02	5.78971024e+01	6.60105124e-02
4.44861390e-02	5.27698288e+01	6.29147664e-02
4.49471921e-02	4.79304466e+01	5.97680323e-02
4.54082489e-02	4.35174446e+01	5.67578450e-02
4.58693020e-02	3.96490860e+01	5.40412739e-02
4.63303551e-02	3.60424156e+01	5.13739996e-02
4.67914119e-02	3.30879898e+01	4.90999520e-02
4.72524650e-02	3.04019470e+01	4.69304323e-02
4.77135181e-02	2.80045929e+01	4.48920988e-02
4.81745750e-02	2.59267921e+01	4.30257544e-02
4.86356281e-02	2.41044579e+01	4.06647697e-02
4.90966812e-02	2.22203178e+01	3.82102877e-02
4.95577380e-02	2.07140083e+01	3.64135578e-02
5.00187911e-02	1.93747921e+01	3.48416455e-02
5.04798442e-02	1.80713596e+01	3.38219665e-02
5.09409010e-02	1.68672600e+01	3.29875052e-02
5.14019541e-02	1.58114061e+01	3.19665335e-02
5.18630110e-02	1.49133434e+01	3.10457703e-02
5.23240641e-02	1.40497818e+01	3.01219672e-02
5.27851172e-02	1.33760500e+01	2.93848552e-02
5.32461740e-02	1.26918612e+01	2.85765380e-02
5.37072271e-02	1.20183582e+01	2.77419295e-02
5.41682802e-02	1.14462833e+01	2.70539187e-02
5.46293370e-02	1.08654423e+01	2.62902491e-02
5.50903901e-02	1.04603796e+01	2.57660113e-02
5.55514432e-02	9.99913692e+00	2.51207650e-02
5.60125001e-02	9.59084988e+00	2.41973158e-02
5.64735532e-02	9.22302437e+00	2.32566930e-02
5.69346063e-02	8.85482979e+00	2.24846601e-02
5.73956631e-02	8.52261543e+00	2.18384732e-02
5.78567162e-02	8.16881180e+00	2.11732183e-02
5.83177693e-02	7.89657974e+00	2.06391066e-02
5.87788261e-02	7.64142513e+00	2.01669540e-02
5.92398793e-02	7.33432293e+00	1.95974279e-02
5.97009361e-02	7.07567215e+00	1.90740712e-02
6.01619892e-02	6.88430882e+00	1.86783411e-02
6.06230423e-02	6.65201330e+00	1.82311852e-02
6.10840991e-02	6.37497044e+00	1.76995229e-02
6.15451522e-02	6.21291828e+00	1.73556060e-02
6.20062053e-02	6.01958942e+00	1.69524327e-02
6.24672621e-02	5.81817722e+00	1.65709853e-02
6.29283190e-02	5.60774803e+00	1.61526334e-02
6.33893684e-02	5.46438694e+00	1.58626698e-02
6.38504252e-02	5.33266306e+00	1.55788166e-02
6.43114820e-02	5.17366028e+00	1.52563211e-02
6.47725314e-02	5.02412891e+00	1.49765061e-02
6.52335882e-02	4.87090826e+00	1.46965217e-02
6.56946450e-02	4.76655245e+00	1.44888284e-02
6.61556944e-02	4.63529873e+00	1.42123979e-02
6.66167513e-02	4.48404026e+00	1.39155034e-02
6.70778081e-02	4.37251902e+00	1.36900116e-02
6.75388575e-02	4.26829052e+00	1.34714302e-02
6.79999143e-02	4.15311718e+00	1.32287517e-02
6.84609711e-02	4.04308462e+00	1.30038857e-02
6.89220205e-02	3.91768718e+00	1.27446679e-02
6.93830773e-02	3.83584332e+00	1.25742946e-02
6.98441342e-02	3.75566101e+00	1.23975454e-02
7.03051835e-02	3.67376661e+00	1.22303721e-02
7.07662404e-02	3.55908656e+00	1.20106665e-02
7.12272972e-02	3.45616984e+00	1.18137309e-02
7.16883466e-02	3.37467647e+00	1.16380667e-02
7.21494034e-02	3.30542946e+00	1.15014091e-02
7.26104602e-02	3.22559047e+00	1.13371974e-02
7.30715096e-02	3.14738894e+00	1.11651625e-02
7.35325664e-02	3.08069301e+00	1.10254204e-02
7.39936233e-02	3.02357292e+00	1.09094512e-02
7.44546726e-02	2.93577909e+00	1.07075879e-02
7.49157295e-02	2.88975883e+00	1.05913971e-02
7.53767863e-02	2.83397675e+00	1.04594277e-02
7.58378357e-02	2.76306391e+00	1.02927564e-02
7.62988925e-02	2.69660115e+00	1.01359431e-02
7.67599493e-02	2.65506411e+00	1.00337146e-02
7.72210062e-02	2.61126375e+00	9.92442109e-03
7.76820555e-02	2.54632092e+00	9.76291765e-03
7.81431124e-02	2.51143861e+00	9.67086852e-03
7.86041692e-02	2.47762918e+00	9.58323013e-03
7.90652186e-02	2.43413663e+00	9.47129913e-03
7.95262754e-02	2.38823009e+00	9.35770851e-03
7.99873322e-02	2.36588383e+00	9.28821228e-03
8.04483816e-02	2.33146143e+00	9.18900501e-03
8.09094384e-02	2.28303289e+00	9.07562859e-03
8.13704953e-02	2.23782086e+00	8.96555092e-03
8.18315446e-02	2.20670962e+00	8.87778308e-03
8.22926015e-02	2.17439651e+00	8.78802501e-03
8.27536583e-02	2.12660265e+00	8.67950078e-03
8.32147077e-02	2.07476449e+00	8.54246877e-03
8.36757645e-02	2.04995131e+00	8.47271644e-03
8.41368213e-02	1.99251938e+00	8.33665300e-03
8.45978707e-02	1.95879877e+00	8.25364329e-03
8.50589275e-02	1.92907965e+00	8.17356911e-03
8.55199844e-02	1.89609718e+00	8.08535516e-03
8.59810337e-02	1.85776544e+00	7.98184890e-03
8.64420906e-02	1.81010020e+00	7.86366593e-03
8.69031474e-02	1.77961183e+00	7.78582832e-03
8.73641968e-02	1.75423551e+00	7.71488715e-03
8.78252536e-02	1.72492027e+00	7.63524091e-03
8.82863104e-02	1.69815671e+00	7.55803520e-03
8.87473598e-02	1.67428374e+00	7.49266427e-03
8.92084166e-02	1.65298963e+00	7.43460190e-03
8.96694735e-02	1.61819196e+00	7.33827800e-03
9.01305228e-02	1.58186233e+00	7.24102790e-03
9.05915797e-02	1.54876769e+00	7.15455413e-03
9.10526365e-02	1.53620327e+00	7.11767236e-03
9.15136859e-02	1.50520980e+00	7.02901091e-03
9.19747427e-02	1.47829080e+00	6.95097214e-03
9.24357995e-02	1.46546292e+00	6.91076880e-03
9.28968564e-02	1.43425691e+00	6.82200771e-03
9.33579057e-02	1.41765416e+00	6.77950820e-03
9.38189626e-02	1.39385676e+00	6.71248417e-03
9.42800194e-02	1.36173916e+00	6.62349677e-03
9.47410688e-02	1.34374547e+00	6.57105818e-03
9.52021256e-02	1.32321441e+00	6.50685793e-03
9.56631824e-02	1.31230807e+00	6.47219550e-03
9.61242318e-02	1.29747283e+00	6.41911849e-03
9.65852886e-02	1.27849734e+00	6.36942452e-03
9.70463455e-02	1.24929798e+00	6.28918689e-03
9.75073949e-02	1.23884428e+00	6.24812162e-03
9.79684517e-02	1.22634077e+00	6.20339904e-03
9.84295085e-02	1.20873082e+00	6.14831317e-03
9.88905579e-02	1.18961263e+00	6.08764589e-03
9.93516147e-02	1.17695940e+00	6.06046710e-03
9.98126715e-02	1.14554954e+00	5.96485753e-03
1.00273721e-01	1.14313531e+00	5.95426047e-03
1.00734778e-01	1.12215388e+00	5.89026604e-03
1.01195835e-01	1.10682905e+00	5.83739951e-03
1.01656884e-01	1.10478950e+00	5.82944090e-03
1.02117941e-01	1.08606768e+00	5.76164527e-03
1.02578998e-01	1.07059062e+00	5.71608730e-03
1.03040047e-01	1.05704486e+00	5.67401852e-03
1.03501104e-01	1.05657089e+00	5.66491205e-03
1.03962161e-01	1.03601146e+00	5.60046220e-03
1.04423210e-01	1.01957667e+00	5.54837333e-03
1.04884267e-01	1.00937796e+00	5.52122528e-03
1.05345324e-01	1.00230598e+00	5.49071562e-03
1.05806373e-01	9.86192405e-01	5.43197244e-03
1.06267430e-01	9.78848338e-01	5.41030709e-03
1.06728487e-01	9.64523673e-01	5.36784856e-03
1.07189544e-01	9.50526118e-01	5.31719346e-03
1.07650593e-01	9.45478737e-01	5.29590668e-03
1.08111650e-01	9.32748020e-01	5.25743235e-03
1.08572707e-01	9.19412971e-01	5.21081779e-03
1.09033756e-01	9.09878731e-01	5.17741451e-03
1.09494813e-01	9.01283622e-01	5.14446525e-03
1.09955870e-01	8.89086366e-01	5.10367705e-03
1.10416919e-01	8.82157445e-01	5.08123171e-03
1.10877976e-01	8.75625968e-01	5.04876161e-03
1.11339033e-01	8.74419391e-01	5.03458828e-03
1.11800082e-01	8.64291072e-01	5.00386627e-03
1.12261139e-01	8.44285607e-01	4.94237477e-03
1.12722196e-01	8.43480885e-01	4.93364036e-03
1.13183245e-01	8.30224812e-01	4.88382764e-03
1.13644302e-01	8.26067746e-01	4.86423727e-03
1.14105359e-01	8.27559650e-01	4.85743117e-03
1.14566408e-01	8.31357002e-01	4.85562440e-03
1.15027465e-01	8.21848035e-01	4.81871096e-03
1.15488522e-01	8.15769792e-01	4.79835132e-03
1.15949571e-01	8.09417427e-01	4.76899557e-03
1.16410628e-01	8.04511845e-01	4.74344101e-03
1.16871685e-01	8.08111191e-01	4.75027785e-03
1.17332734e-01	7.93176293e-01	4.69649117e-03
1.17793791e-01	7.97065496e-01	4.70016431e-03
1.18254848e-01	7.95347750e-01	4.68601799e-03
1.18715897e-01	7.88440228e-01	4.65381518e-03
1.19176954e-01	7.91983783e-01	4.65660589e-03
1.19638011e-01	7.88825631e-01	4.63618804e-03
1.20099060e-01	7.92233765e-01	4.63766698e-03
1.20560117e-01	7.90803134e-01	4.61950572e-03
1.21021174e-01	7.97435403e-01	4.62381076e-03
1.21482231e-01	8.01018059e-01	4.62048594e-03
1.21943280e-01	7.99230337e-01	4.60806908e-03
1.22404337e-01	7.93907523e-01	4.58710361e-03
1.22865394e-01	7.86208332e-01	4.55941353e-03
1.23326443e-01	7.76529670e-01	4.52339323e-03
1.23787500e-01	7.85762072e-01	4.54344740e-03
1.24248557e-01	7.79233098e-01	4.51793335e-03
1.24709606e-01	7.67063379e-01	4.47880244e-03
1.25170663e-01	7.55543113e-01	4.43803752e-03
1.25631720e-01	7.56069303e-01	4.43625078e-03
1.26092777e-01	7.41373897e-01	4.38725622e-03
1.26553819e-01	7.37752080e-01	4.38028155e-03
1.27014875e-01	7.23345995e-01	4.33090189e-03
1.27475932e-01	7.18673944e-01	4.31762543e-03
1.27936989e-01	7.11916685e-01	4.29498451e-03
1.28398046e-01	6.99429154e-01	4.25403519e-03
1.28859103e-01	6.89396739e-01	4.22566477e-03
1.29320160e-01	6.79782450e-01	4.19272110e-03
1.29781201e-01	6.69830918e-01	4.15563537e-03
1.30242258e-01	6.66665435e-01	4.14469652e-03
1.30703315e-01	6.55153453e-01	4.10706596e-03
1.31164372e-01	6.46980643e-01	4.07885015e-03
1.31625429e-01	6.37405634e-01	4.05124109e-03
1.32086486e-01	6.30448520e-01	4.02845629e-03
1.32547528e-01	6.22377634e-01	3.99838667e-03
1.33008584e-01	6.10876203e-01	3.96228675e-03
1.33469641e-01	6.05414808e-01	3.94858466e-03
1.33930698e-01	6.02485657e-01	3.93142411e-03
1.34391755e-01	5.95167756e-01	3.90246464e-03
1.34852812e-01	5.87718368e-01	3.88561189e-03
1.35313854e-01	5.77965200e-01	3.84996203e-03
1.35774910e-01	5.68346322e-01	3.81800579e-03
1.36235967e-01	5.62687337e-01	3.79715068e-03
1.36697024e-01	5.59356689e-01	3.78421741e-03
1.37158081e-01	5.55318475e-01	3.76880611e-03
1.37619138e-01	5.47406316e-01	3.74057400e-03
1.38080180e-01	5.42669892e-01	3.72609985e-03
1.38541237e-01	5.30956089e-01	3.68644553e-03
1.39002293e-01	5.24048090e-01	3.66607495e-03
1.39463350e-01	5.19140840e-01	3.64476885e-03
1.39924407e-01	5.16399264e-01	3.63374199e-03
1.40385464e-01	5.12761891e-01	3.62202758e-03
1.40846506e-01	5.06301999e-01	3.59795289e-03
1.41307563e-01	4.99246061e-01	3.57338786e-03
1.41768619e-01	4.94569838e-01	3.55741684e-03
1.42229676e-01	4.91865695e-01	3.54731013e-03
1.42690733e-01	4.84175533e-01	3.51761351e-03
1.43151790e-01	4.81464684e-01	3.50759248e-03
1.43612847e-01	4.73060906e-01	3.47927166e-03
1.44073889e-01	4.70704705e-01	3.47264810e-03
1.44534945e-01	4.63300318e-01	3.44361598e-03
1.44996002e-01	4.59458202e-01	3.42925452e-03
1.45457059e-01	4.53429163e-01	3.41061875e-03
1.45918116e-01	4.48524177e-01	3.38872266e-03
1.46379173e-01	4.46498066e-01	3.37919360e-03
1.46840215e-01	4.40954745e-01	3.36204912e-03
1.47301272e-01	4.36411858e-01	3.34391859e-03
1.47762328e-01	4.37145770e-01	3.34524037e-03
1.48223385e-01	4.36753273e-01	3.33963404e-03
1.48684442e-01	4.29391444e-01	3.31640313e-03
1.49145499e-01	4.22199905e-01	3.29233753e-03
1.49606541e-01	4.14637655e-01	3.26337060e-03
1.50067598e-01	4.12057072e-01	3.25467484e-03
1.50528654e-01	4.12328184e-01	3.24923242e-03
1.50989711e-01	4.10697788e-01	3.24296625e-03
1.51450768e-01	4.05001312e-01	3.22440523e-03
1.51911825e-01	4.03158367e-01	3.21523519e-03
1.52372867e-01	4.00121778e-01	3.20068863e-03
1.52833924e-01	3.98533344e-01	3.18843382e-03
1.53294981e-01	3.97147238e-01	3.18377884e-03
1.53756037e-01	3.87493491e-01	3.15274717e-03
1.54217094e-01	3.87144208e-01	3.15001095e-03
1.54678151e-01	3.83592337e-01	3.13269231e-03
1.55139193e-01	3.85551304e-01	3.13738920e-03
1.55600250e-01	3.79128873e-01	3.11505119e-03
1.56061307e-01	3.78031015e-01	3.10833147e-03
1.56522363e-01	3.75797838e-01	3.09861591e-03
1.56983420e-01	3.72344106e-01	3.08590522e-03
1.57444477e-01	3.70949566e-01	3.07596801e-03
1.57905519e-01	3.74256849e-01	3.08553479e-03
1.58366576e-01	3.70433420e-01	3.06858541e-03
1.58827633e-01	3.62691402e-01	3.04103130e-03
1.59288689e-01	3.62449616e-01	3.03785037e-03
1.59749746e-01	3.59949678e-01	3.02335853e-03
1.60210803e-01	3.62211764e-01	3.03225848e-03
1.60671860e-01	3.58533710e-01	3.01855756e-03
1.61132902e-01	3.55347782e-01	3.00609623e-03
1.61593959e-01	3.54385704e-01	2.99668591e-03
1.62055016e-01	3.52899879e-01	2.99010868e-03
1.62516072e-01	3.47614050e-01	2.97277258e-03
1.62977129e-01	3.45422447e-01	2.96208449e-03
1.63438186e-01	3.46330881e-01	2.96207145e-03
1.63899228e-01	3.39554459e-01	2.93407263e-03
1.64360285e-01	3.38346183e-01	2.93208519e-03
1.64821342e-01	3.35701078e-01	2.91992398e-03
1.65282398e-01	3.33445996e-01	2.90875393e-03
1.65743455e-01	3.31296474e-01	2.89826817e-03
1.66204512e-01	3.31022441e-01	2.89622019e-03
1.66665554e-01	3.28433454e-01	2.88393744e-03
1.67126611e-01	3.26160997e-01	2.87114247e-03
1.67587668e-01	3.29416752e-01	2.87943822e-03
1.68048725e-01	3.26609969e-01	2.86649354e-03
1.68509781e-01	3.23870093e-01	2.85422709e-03
1.68970838e-01	3.21738958e-01	2.84521212e-03
1.69431880e-01	3.17626536e-01	2.83111818e-03
1.69892937e-01	3.12629700e-01	2.81171175e-03
1.70353994e-01	3.11654031e-01	2.80781928e-03
1.70815051e-01	3.09000075e-01	2.79727718e-03
1.71276107e-01	3.08113098e-01	2.78615835e-03
1.71737164e-01	3.12850535e-01	2.79931701e-03
1.72198206e-01	3.09554636e-01	2.78743613e-03
1.72659263e-01	3.05118024e-01	2.76811677e-03
1.73120320e-01	3.02515775e-01	2.75766687e-03
1.73581377e-01	3.03455859e-01	2.75718258e-03
1.74042434e-01	3.01246941e-01	2.74378015e-03
1.74503490e-01	2.99834758e-01	2.73542781e-03
1.74964547e-01	2.99338222e-01	2.73131020e-03
1.75425589e-01	2.97603935e-01	2.72242120e-03
1.75886646e-01	2.94430047e-01	2.70799221e-03
1.76347703e-01	2.93100774e-01	2.70254049e-03
1.76808760e-01	2.95310587e-01	2.70477636e-03
1.77269816e-01	2.92360455e-01	2.68828520e-03
1.77730873e-01	2.90920824e-01	2.68294243e-03
1.78191915e-01	2.90462196e-01	2.67838244e-03
1.78652972e-01	2.88642228e-01	2.66698189e-03
1.79114029e-01	2.89505482e-01	2.66713626e-03
1.79575086e-01	2.87624925e-01	2.65827426e-03
1.80036142e-01	2.85091817e-01	2.64927209e-03
1.80497199e-01	2.81819552e-01	2.63858517e-03
1.80958241e-01	2.80652463e-01	2.63384846e-03
1.81419298e-01	2.75572389e-01	2.61334097e-03
1.81880355e-01	2.79246509e-01	2.62114080e-03
1.82341412e-01	2.80695766e-01	2.62094196e-03
1.82802469e-01	2.75346756e-01	2.60110921e-03
1.83263525e-01	2.72434384e-01	2.58809677e-03
1.83724567e-01	2.74511069e-01	2.59339483e-03
1.84185624e-01	2.71785200e-01	2.58173468e-03
1.84646681e-01	2.70816118e-01	2.57363310e-03
1.85107738e-01	2.71898091e-01	2.57374486e-03
1.85568795e-01	2.72432476e-01	2.57522473e-03
1.86029851e-01	2.67071545e-01	2.55499012e-03
1.86490893e-01	2.68973887e-01	2.55516917e-03
1.86951950e-01	2.70967126e-01	2.55752774e-03
1.87413007e-01	2.67648131e-01	2.54394347e-03
1.87874064e-01	2.64439732e-01	2.53160880e-03
1.88335121e-01	2.62991756e-01	2.52417149e-03
1.88796178e-01	2.64883220e-01	2.52699689e-03
1.89257234e-01	2.65007764e-01	2.52386066e-03
1.89718276e-01	2.61247516e-01	2.50942772e-03
1.90179333e-01	2.58379489e-01	2.49867723e-03
1.90640390e-01	2.59924680e-01	2.49982020e-03
1.91101447e-01	2.59801179e-01	2.49465765e-03
1.91562504e-01	2.59892762e-01	2.49231840e-03
1.92023560e-01	2.60676801e-01	2.49190954e-03
1.92484602e-01	2.56564796e-01	2.47513503e-03
1.92945659e-01	2.55122274e-01	2.46902043e-03
1.93406716e-01	2.57517427e-01	2.47620279e-03
1.93867773e-01	2.56605953e-01	2.46879738e-03
1.94328830e-01	2.56226808e-01	2.46202108e-03
1.94789886e-01	2.56971300e-01	2.46317685e-03
1.95250928e-01	2.54971445e-01	2.45483918e-03
1.95711985e-01	2.53869176e-01	2.44967476e-03
1.96173042e-01	2.53492892e-01	2.44544842e-03
1.96634099e-01	2.53971338e-01	2.44288449e-03
1.97095156e-01	2.54342377e-01	2.43946607e-03
1.97556213e-01	2.58484483e-01	2.45021982e-03
1.98017254e-01	2.54521579e-01	2.43284134e-03
1.98478311e-01	2.55041003e-01	2.43283017e-03
1.98939368e-01	2.54538685e-01	2.43196590e-03
1.99400425e-01	2.52564758e-01	2.42330623e-03
1.99861482e-01	2.54125178e-01	2.42337119e-03
2.00322539e-01	2.55582869e-01	2.42520729e-03
2.00783581e-01	2.56391853e-01	2.42395001e-03
2.01244637e-01	2.54184574e-01	2.41327868e-03
2.01705694e-01	2.53820926e-01	2.40996061e-03
2.02166751e-01	2.52970636e-01	2.40459596e-03
2.02627808e-01	2.57797003e-01	2.41712295e-03
2.03088865e-01	2.57507980e-01	2.40999577e-03
2.03549922e-01	2.55266845e-01	2.40087346e-03
2.04010963e-01	2.53674299e-01	2.39567715e-03
2.04472020e-01	2.52499819e-01	2.39027804e-03
2.04933077e-01	2.54230142e-01	2.39155209e-03
2.05394134e-01	2.55933166e-01	2.39584176e-03
2.05855191e-01	2.51464874e-01	2.37875222e-03
2.06316248e-01	2.49937251e-01	2.37318920e-03
2.06777290e-01	2.49825984e-01	2.37178104e-03
2.07238346e-01	2.52643794e-01	2.39011878e-03
2.07699403e-01	2.49438360e-01	2.39894213e-03
2.08160460e-01	2.46750504e-01	2.40074354e-03
2.08621517e-01	2.45368913e-01	2.40235799e-03
2.09082574e-01	2.45071083e-01	2.40755733e-03
2.09543616e-01	2.45562598e-01	2.41179997e-03
2.10004672e-01	2.44547367e-01	2.41169846e-03
2.10465729e-01	2.45536327e-01	2.41943961e-03
2.10926786e-01	2.44381070e-01	2.41765031e-03
2.11387843e-01	2.43567824e-01	2.41923286e-03
2.11848900e-01	2.40877360e-01	2.41391594e-03
2.12309942e-01	2.39799172e-01	2.41300347e-03
2.12770998e-01	2.40146801e-01	2.41608289e-03
2.13232055e-01	2.37855941e-01	2.40853592e-03
2.13693112e-01	2.38745540e-01	2.41444353e-03
2.14154169e-01	2.37816900e-01	2.41147680e-03
2.14615226e-01	2.36899763e-01	2.40567746e-03
2.15076268e-01	2.36960530e-01	2.40897899e-03
2.15537325e-01	2.34132528e-01	2.40276381e-03
2.15998381e-01	2.33235002e-01	2.39973958e-03
2.16459438e-01	2.34435052e-01	2.40335660e-03
2.16920495e-01	2.32919216e-01	2.39928137e-03
2.17381552e-01	2.30441958e-01	2.39329343e-03
2.17842609e-01	2.26699397e-01	2.38393480e-03
2.18303651e-01	2.27543443e-01	2.38878233e-03
2.18764707e-01	2.27661297e-01	2.38849618e-03
2.19225764e-01	2.27417827e-01	2.38910737e-03
2.19686821e-01	2.26854876e-01	2.38891132e-03
2.20147878e-01	2.24166632e-01	2.38207728e-03
2.20608935e-01	2.24158838e-01	2.38163606e-03
2.21069977e-01	2.22618908e-01	2.37671984e-03
2.21531034e-01	2.23976880e-01	2.38248333e-03
2.21992090e-01	2.20535159e-01	2.37159873e-03
2.22453147e-01	2.18532160e-01	2.36758916e-03
2.22914204e-01	2.16307491e-01	2.35928642e-03
2.23375261e-01	2.21609026e-01	2.37651635e-03
2.23836303e-01	2.22337335e-01	2.37794640e-03
2.24297360e-01	2.16890186e-01	2.36245291e-03
2.24758416e-01	2.15997696e-01	2.35423120e-03
2.25219473e-01	2.16048405e-01	2.33498495e-03
2.25680530e-01	2.14014500e-01	2.31520995e-03
2.26141587e-01	2.12560624e-01	2.30208179e-03
2.26602629e-01	2.13803530e-01	2.29812018e-03
2.27063686e-01	2.17446446e-01	2.30323849e-03
2.27524742e-01	2.11548209e-01	2.27914075e-03
2.27985799e-01	2.08904952e-01	2.26742984e-03
2.28446856e-01	2.08891064e-01	2.26300885e-03
2.28907913e-01	2.06661776e-01	2.25070119e-03
2.29368955e-01	2.07557157e-01	2.24986509e-03
2.29830012e-01	2.05980152e-01	2.24082894e-03
2.30291069e-01	2.04507619e-01	2.22993619e-03
2.30752125e-01	2.03100473e-01	2.22387421e-03
2.31213182e-01	2.00051069e-01	2.21476308e-03
2.31674239e-01	2.03086063e-01	2.22140434e-03
2.32135296e-01	2.02600807e-01	2.21457193e-03
2.32596338e-01	2.03733400e-01	2.21561780e-03
2.33057395e-01	1.97566584e-01	2.19227001e-03
2.33518451e-01	1.96880892e-01	2.18843063e-03
2.33979508e-01	1.98870748e-01	2.19143531e-03
2.34440565e-01	1.97366580e-01	2.18347437e-03
2.34901622e-01	1.95789278e-01	2.17485405e-03
2.35362664e-01	1.95428923e-01	2.16939044e-03
2.35823721e-01	1.93609551e-01	2.16246978e-03
2.36284778e-01	1.92167133e-01	2.15740362e-03
2.36745834e-01	1.90003797e-01	2.14568176e-03
2.37206891e-01	1.90146163e-01	2.14330177e-03
2.37667948e-01	1.90223739e-01	2.14074110e-03
2.38128990e-01	1.87660441e-01	2.12868582e-03
2.38590047e-01	1.88713863e-01	2.12883879e-03
2.39051104e-01	1.89559788e-01	2.12822272e-03
2.39512160e-01	1.86432093e-01	2.11771228e-03
2.39973217e-01	1.84636667e-01	2.10962677e-03
2.40434274e-01	1.84546888e-01	2.10765563e-03
2.40895316e-01	1.83271483e-01	2.10097386e-03
2.41356373e-01	1.86372161e-01	2.10761977e-03
2.41817430e-01	1.84430525e-01	2.09677243e-03
2.42278486e-01	1.81987315e-01	2.08847737e-03
2.42739543e-01	1.80283025e-01	2.08201958e-03
